2023-08-31 19:50:36.063691
Experiment: 	Action_FP_4
Participant: 	001
Counterbalancing order: 	1
Handedness: 	right
Frame Rate: 	120.0076680314618

participant	block	trial	practice	condition	FPType	conFPDur	extFixDur	actionTrigLatency	FP	orientation	Acc	responseGiven	response	RT	preRespGiven	preResp	preTime	ITI
001	0	0	yes	action	practice	NaN	NaN	1.556588888168335	2.8	right	1	1	8	0.8339190483093262	0	NaN	NaN	0.18
001	0	1	yes	action	practice	NaN	NaN	1.713305950164795	1.0	left	1	1	7	0.5079660415649414	0	NaN	NaN	0.35
001	0	2	yes	action	practice	NaN	NaN	0.8139369487762451	2.8	left	1	1	7	0.7673509120941162	0	NaN	NaN	0.33
001	0	3	yes	action	practice	NaN	NaN	1.0413339138031006	1.0	left	1	1	7	0.5149929523468018	0	NaN	NaN	0.33
001	0	4	yes	action	practice	NaN	NaN	0.8909130096435547	2.8	left	1	1	7	0.5271260738372803	0	NaN	NaN	0.23
001	0	5	yes	action	practice	NaN	NaN	2.98797607421875	1.0	right	1	1	8	0.7336771488189697	0	NaN	NaN	0.18
001	0	6	yes	action	practice	NaN	NaN	0.29782700538635254	2.8	right	1	1	8	0.706449031829834	0	NaN	NaN	0.72
001	0	7	yes	action	practice	NaN	NaN	1.9057230949401855	1.0	right	1	1	8	0.7113380432128906	0	NaN	NaN	0.28
001	0	0	no	action	constant	short	NaN	1.1416361331939697	1.0	right	1	1	8	0.8659350872039795	0	NaN	NaN	0.26
001	0	1	no	action	constant	short	NaN	0.8980660438537598	1.0	right	1	1	8	0.6454908847808838	0	NaN	NaN	0.32
001	0	2	no	action	constant	short	NaN	0.749351978302002	1.0	left	1	1	7	0.7188811302185059	0	NaN	NaN	0.48
001	0	3	no	action	constant	short	NaN	0.7868359088897705	1.0	left	1	1	7	0.536247968673706	0	NaN	NaN	0.47
001	0	4	no	action	constant	short	NaN	1.7297439575195312	1.0	left	1	1	7	0.58036208152771	0	NaN	NaN	0.17
001	0	5	no	action	constant	short	NaN	1.3142919540405273	1.0	right	1	1	8	0.5589110851287842	0	NaN	NaN	0.5
001	0	6	no	action	constant	short	NaN	0.866581916809082	1.0	left	1	1	7	0.4263019561767578	0	NaN	NaN	0.39
001	0	7	no	action	constant	short	NaN	0.7779738903045654	1.0	left	1	1	7	0.4275820255279541	0	NaN	NaN	0.4
001	0	8	no	action	constant	short	NaN	0.761491060256958	1.0	left	1	1	7	0.4074230194091797	0	NaN	NaN	0.16
001	0	9	no	action	constant	short	NaN	0.611234188079834	1.0	right	1	1	8	0.4525160789489746	0	NaN	NaN	0.78
001	0	10	no	action	constant	short	NaN	0.5420408248901367	1.0	left	1	1	7	0.5337009429931641	0	NaN	NaN	0.19
001	0	11	no	action	constant	short	NaN	0.6136360168457031	1.0	left	1	1	7	0.42349886894226074	0	NaN	NaN	0.49
001	0	12	no	action	constant	short	NaN	0.5311851501464844	1.0	left	1	1	7	0.4250960350036621	0	NaN	NaN	0.34
001	0	13	no	action	constant	short	NaN	0.432905912399292	1.0	right	1	1	8	0.4818391799926758	0	NaN	NaN	0.32
001	0	14	no	action	constant	short	NaN	0.4737257957458496	1.0	left	1	1	7	0.49849891662597656	0	NaN	NaN	0.7
001	0	15	no	action	constant	short	NaN	0.3957960605621338	1.0	right	1	1	8	0.5149128437042236	0	NaN	NaN	0.21
001	0	16	no	action	constant	short	NaN	0.6124999523162842	1.0	left	1	1	7	0.3598001003265381	0	NaN	NaN	0.34
001	0	17	no	action	constant	short	NaN	0.5857291221618652	1.0	left	1	1	7	0.42872190475463867	0	NaN	NaN	0.2
001	0	18	no	action	constant	short	NaN	0.5948119163513184	1.0	left	1	1	7	0.38088202476501465	0	NaN	NaN	0.26
001	0	19	no	action	constant	short	NaN	0.6988880634307861	1.0	right	1	1	8	0.362746000289917	0	NaN	NaN	0.18
001	0	20	no	action	constant	short	NaN	0.5388801097869873	1.0	right	1	1	8	0.3818221092224121	0	NaN	NaN	0.27
001	0	21	no	action	constant	short	NaN	0.49179887771606445	1.0	left	1	1	7	0.36151909828186035	0	NaN	NaN	0.3
001	0	22	no	action	constant	short	NaN	0.45935988426208496	1.0	left	1	1	7	0.41118383407592773	0	NaN	NaN	0.17
001	0	23	no	action	constant	short	NaN	0.5193860530853271	1.0	right	1	1	8	0.3558769226074219	0	NaN	NaN	0.18
001	0	24	no	action	constant	short	NaN	0.39754700660705566	1.0	right	1	1	8	0.3927431106567383	0	NaN	NaN	0.16
001	0	25	no	action	constant	short	NaN	0.446674108505249	1.0	right	1	1	8	0.4081850051879883	0	NaN	NaN	0.17
001	0	26	no	action	constant	short	NaN	0.45444798469543457	1.0	left	1	1	7	0.3173549175262451	0	NaN	NaN	0.26
001	0	27	no	action	constant	short	NaN	0.461104154586792	1.0	left	1	1	7	0.5389020442962646	0	NaN	NaN	0.17
001	0	28	no	action	constant	short	NaN	0.4087488651275635	1.0	right	1	1	8	0.43156003952026367	0	NaN	NaN	0.2
001	0	29	no	action	constant	short	NaN	0.5278408527374268	1.0	right	1	1	8	0.41666698455810547	0	NaN	NaN	0.37
001	0	30	no	action	constant	short	NaN	0.45655298233032227	1.0	left	1	1	7	0.41790199279785156	0	NaN	NaN	0.19
001	0	31	no	action	constant	short	NaN	0.7039201259613037	1.0	right	1	1	8	0.4382448196411133	0	NaN	NaN	0.18
001	0	32	no	action	constant	short	NaN	0.4302399158477783	1.0	right	1	1	8	0.4099109172821045	0	NaN	NaN	0.76
001	0	33	no	action	constant	short	NaN	0.54917311668396	1.0	right	1	1	8	0.4696049690246582	0	NaN	NaN	0.39
001	0	34	no	action	constant	short	NaN	0.4692509174346924	1.0	left	1	1	7	0.36912107467651367	0	NaN	NaN	0.16
