2023-09-25 13:30:03.679408
Experiment: 	Action_FP_4
Participant: 	004
Counterbalancing order: 	4
Handedness: 	right
Frame Rate: 	120.07088077087131

participant	block	trial	practice	condition	FPType	conFPDur	extFixDur	actionTrigLatency	FP	orientation	Acc	responseGiven	response	RT	preRespGiven	preResp	preTime	ITI
004	0	0	yes	external	practice	NaN	1.6	NaN	2.8	right	1	1	8	0.6163051128387451	0	NaN	NaN	0.23
004	0	1	yes	external	practice	NaN	1.4	NaN	2.8	left	1	1	7	0.275892972946167	0	NaN	NaN	0.23
004	0	2	yes	external	practice	NaN	1.6	NaN	2.8	right	1	1	8	0.36911582946777344	0	NaN	NaN	0.22
004	0	3	yes	external	practice	NaN	1.1	NaN	1.0	left	1	1	7	0.5667998790740967	0	NaN	NaN	0.33
004	0	4	yes	external	practice	NaN	1.4	NaN	1.0	left	1	1	7	0.4146580696105957	0	NaN	NaN	0.17
004	0	5	yes	external	practice	NaN	1.2	NaN	1.0	right	1	1	8	0.35319995880126953	0	NaN	NaN	0.24
004	0	6	yes	external	practice	NaN	1.1	NaN	2.8	left	1	1	7	0.35570287704467773	0	NaN	NaN	0.28
004	0	7	yes	external	practice	NaN	1.7	NaN	1.0	right	1	1	8	0.37845396995544434	0	NaN	NaN	0.28
004	0	0	no	external	variable	NaN	1.0	NaN	2.8	left	1	1	7	0.4676809310913086	0	NaN	NaN	0.58
004	0	1	no	external	variable	NaN	1.4	NaN	2.8	left	1	1	7	0.4656949043273926	0	NaN	NaN	0.24
004	0	2	no	external	variable	NaN	1.5	NaN	2.8	left	1	1	7	0.4479379653930664	0	NaN	NaN	0.4
004	0	3	no	external	variable	NaN	1.2	NaN	2.8	left	1	1	7	0.39260220527648926	0	NaN	NaN	0.2
004	0	4	no	external	variable	NaN	1.3	NaN	2.8	left	1	1	7	0.3380551338195801	0	NaN	NaN	0.22
004	0	5	no	external	variable	NaN	1.3	NaN	2.8	left	1	1	7	0.3698079586029053	0	NaN	NaN	0.19
004	0	6	no	external	variable	NaN	1.6	NaN	1.0	left	1	1	7	0.3038139343261719	0	NaN	NaN	0.16
004	0	7	no	external	variable	NaN	1.0	NaN	2.8	right	0	1	7	0.3591489791870117	0	NaN	NaN	0.25
004	0	8	no	external	variable	NaN	1.3	NaN	2.8	left	1	1	7	0.4854860305786133	0	NaN	NaN	0.24
004	0	9	no	external	variable	NaN	1.3	NaN	1.0	left	1	1	7	0.39148712158203125	0	NaN	NaN	0.2
004	0	10	no	external	variable	NaN	1.5	NaN	1.0	left	1	1	7	0.40781617164611816	0	NaN	NaN	0.16
004	0	11	no	external	variable	NaN	1.0	NaN	1.0	right	1	1	8	0.4202849864959717	0	NaN	NaN	0.42
004	0	12	no	external	variable	NaN	1.1	NaN	1.0	right	1	1	8	0.5930280685424805	0	NaN	NaN	0.27
004	0	13	no	external	variable	NaN	1.1	NaN	1.0	right	1	1	8	0.4137420654296875	0	NaN	NaN	0.59
004	0	14	no	external	variable	NaN	1.4	NaN	2.8	right	1	1	8	0.41430211067199707	0	NaN	NaN	0.2
004	0	15	no	external	variable	NaN	1.1	NaN	1.0	right	1	1	8	0.36981987953186035	0	NaN	NaN	0.37
004	0	16	no	external	variable	NaN	1.2	NaN	2.8	left	1	1	7	0.5598368644714355	0	NaN	NaN	0.37
004	0	17	no	external	variable	NaN	1.0	NaN	1.0	right	1	1	8	0.5154500007629395	0	NaN	NaN	0.22
004	0	18	no	external	variable	NaN	1.0	NaN	2.8	right	1	1	8	0.43469691276550293	0	NaN	NaN	0.21
004	0	19	no	external	variable	NaN	1.4	NaN	1.0	left	1	1	7	0.4672079086303711	0	NaN	NaN	0.69
004	0	20	no	external	variable	NaN	1.1	NaN	2.8	left	1	1	7	0.46494221687316895	0	NaN	NaN	0.41
004	0	21	no	external	variable	NaN	1.7	NaN	2.8	right	1	1	8	0.3507390022277832	0	NaN	NaN	0.19
004	0	22	no	external	variable	NaN	1.5	NaN	1.0	left	1	1	7	0.40191006660461426	0	NaN	NaN	0.54
004	0	23	no	external	variable	NaN	1.6	NaN	2.8	left	1	1	7	0.4684560298919678	0	NaN	NaN	0.22
004	0	24	no	external	variable	NaN	1.5	NaN	2.8	right	1	1	8	0.46404290199279785	0	NaN	NaN	0.32
004	0	25	no	external	variable	NaN	1.4	NaN	2.8	right	1	1	8	0.453808069229126	0	NaN	NaN	0.23
004	0	26	no	external	variable	NaN	1.5	NaN	2.8	right	1	1	8	0.3644719123840332	0	NaN	NaN	0.56
004	0	27	no	external	variable	NaN	1.3	NaN	1.0	right	1	1	8	0.35492897033691406	0	NaN	NaN	0.4
004	0	28	no	external	variable	NaN	1.4	NaN	1.0	left	1	1	7	0.3269968032836914	0	NaN	NaN	0.24
004	0	29	no	external	variable	NaN	1.2	NaN	1.0	right	1	1	8	0.28582000732421875	0	NaN	NaN	0.46
004	0	30	no	external	variable	NaN	1.6	NaN	1.0	right	1	1	8	0.3991429805755615	0	NaN	NaN	0.3
004	0	31	no	external	variable	NaN	1.5	NaN	1.0	right	1	1	8	0.33734893798828125	0	NaN	NaN	0.66
004	0	32	no	external	variable	NaN	1.2	NaN	1.0	right	1	1	8	0.35233616828918457	0	NaN	NaN	0.45
004	0	33	no	external	variable	NaN	1.6	NaN	1.0	left	1	1	7	0.33228588104248047	0	NaN	NaN	0.71
004	0	34	no	external	variable	NaN	1.3	NaN	2.8	right	1	1	8	0.35401010513305664	0	NaN	NaN	0.21
004	0	35	no	external	variable	NaN	1.4	NaN	1.0	left	1	1	7	0.3245570659637451	0	NaN	NaN	0.37
004	0	36	no	external	variable	NaN	1.0	NaN	2.8	left	1	1	7	0.36518001556396484	0	NaN	NaN	0.37
004	0	37	no	external	variable	NaN	1.1	NaN	2.8	right	1	1	8	0.316666841506958	0	NaN	NaN	0.17
004	0	38	no	external	variable	NaN	1.7	NaN	1.0	left	1	1	7	0.3583509922027588	0	NaN	NaN	0.31
004	0	39	no	external	variable	NaN	1.7	NaN	2.8	left	1	1	7	0.39340686798095703	0	NaN	NaN	0.44
004	0	40	no	external	variable	NaN	1.3	NaN	2.8	left	1	1	7	0.4866759777069092	0	NaN	NaN	0.21
004	0	41	no	external	variable	NaN	1.7	NaN	1.0	left	1	1	7	0.39633989334106445	0	NaN	NaN	0.2
004	0	42	no	external	variable	NaN	1.4	NaN	1.0	left	1	1	7	0.3783249855041504	0	NaN	NaN	0.38
004	0	43	no	external	variable	NaN	1.7	NaN	2.8	right	1	1	8	0.3792731761932373	0	NaN	NaN	0.26
004	0	44	no	external	variable	NaN	1.2	NaN	1.0	left	1	1	7	0.3471100330352783	0	NaN	NaN	0.29
004	0	45	no	external	variable	NaN	1.5	NaN	2.8	right	1	1	8	0.41840505599975586	0	NaN	NaN	0.52
004	0	46	no	external	variable	NaN	1.6	NaN	2.8	right	1	1	8	0.37546682357788086	0	NaN	NaN	0.31
004	0	47	no	external	variable	NaN	1.5	NaN	1.0	right	1	1	8	0.39545488357543945	0	NaN	NaN	0.24
004	0	48	no	external	variable	NaN	1.6	NaN	2.8	left	1	1	7	0.31008100509643555	0	NaN	NaN	0.27
004	0	49	no	external	variable	NaN	1.2	NaN	1.0	right	1	1	8	0.3496088981628418	0	NaN	NaN	0.22
004	0	50	no	external	variable	NaN	1.2	NaN	1.0	right	1	1	8	0.31300997734069824	0	NaN	NaN	0.21
004	0	51	no	external	variable	NaN	1.6	NaN	1.0	left	1	1	7	0.5186760425567627	0	NaN	NaN	0.21
004	0	52	no	external	variable	NaN	1.4	NaN	2.8	right	1	1	8	0.4417998790740967	0	NaN	NaN	0.28
004	0	53	no	external	variable	NaN	1.6	NaN	1.0	left	1	1	7	0.38965702056884766	0	NaN	NaN	0.23
004	0	54	no	external	variable	NaN	1.5	NaN	2.8	right	1	1	8	0.3487889766693115	0	NaN	NaN	0.26
004	0	55	no	external	variable	NaN	1.3	NaN	1.0	right	1	1	8	0.3846588134765625	0	NaN	NaN	0.21
004	1	0	no	external	variable	NaN	1.7	NaN	2.8	right	1	1	8	0.380033016204834	0	NaN	NaN	0.6
004	1	1	no	external	variable	NaN	1.3	NaN	1.0	right	1	1	8	0.33955812454223633	0	NaN	NaN	0.33
004	1	2	no	external	variable	NaN	1.3	NaN	2.8	left	1	1	7	0.38919901847839355	0	NaN	NaN	0.48
004	1	3	no	external	variable	NaN	1.0	NaN	1.0	left	1	1	7	0.4083549976348877	0	NaN	NaN	0.3
004	1	4	no	external	variable	NaN	1.7	NaN	2.8	left	1	1	7	0.35454797744750977	0	NaN	NaN	0.25
004	1	5	no	external	variable	NaN	1.1	NaN	1.0	left	1	1	7	0.3485410213470459	0	NaN	NaN	0.22
004	1	6	no	external	variable	NaN	1.2	NaN	1.0	left	1	1	7	0.31942296028137207	0	NaN	NaN	0.2
004	1	7	no	external	variable	NaN	1.1	NaN	1.0	right	0	1	7	0.3296329975128174	0	NaN	NaN	0.66
004	1	8	no	external	variable	NaN	1.2	NaN	1.0	right	1	1	8	0.3925619125366211	0	NaN	NaN	0.38
004	1	9	no	external	variable	NaN	1.3	NaN	1.0	right	1	1	8	0.39427709579467773	0	NaN	NaN	0.31
004	1	10	no	external	variable	NaN	1.3	NaN	2.8	left	1	1	7	0.3758509159088135	0	NaN	NaN	0.41
004	1	11	no	external	variable	NaN	1.2	NaN	1.0	left	1	1	7	0.440277099609375	0	NaN	NaN	0.4
004	1	12	no	external	variable	NaN	1.3	NaN	1.0	right	1	1	8	0.43825721740722656	0	NaN	NaN	0.55
004	1	13	no	external	variable	NaN	1.7	NaN	2.8	left	1	1	7	0.32628703117370605	0	NaN	NaN	0.29
004	1	14	no	external	variable	NaN	1.1	NaN	1.0	left	1	1	7	0.4826240539550781	0	NaN	NaN	0.21
004	1	15	no	external	variable	NaN	1.6	NaN	2.8	right	1	1	8	0.5512950420379639	0	NaN	NaN	0.45
004	1	16	no	external	variable	NaN	1.4	NaN	2.8	right	1	1	8	0.4274890422821045	0	NaN	NaN	0.69
004	1	17	no	external	variable	NaN	1.2	NaN	2.8	left	1	1	7	0.32654714584350586	0	NaN	NaN	0.54
004	1	18	no	external	variable	NaN	1.0	NaN	2.8	right	1	1	8	0.32689499855041504	0	NaN	NaN	0.44
004	1	19	no	external	variable	NaN	1.0	NaN	1.0	left	1	1	7	0.4594869613647461	0	NaN	NaN	0.29
004	1	20	no	external	variable	NaN	1.6	NaN	1.0	right	1	1	8	0.42808103561401367	0	NaN	NaN	0.21
004	1	21	no	external	variable	NaN	1.5	NaN	2.8	left	1	1	7	0.4047219753265381	0	NaN	NaN	0.37
004	1	22	no	external	variable	NaN	1.1	NaN	1.0	right	1	1	8	0.3888258934020996	0	NaN	NaN	0.34
004	1	23	no	external	variable	NaN	1.7	NaN	1.0	right	1	1	8	0.38997507095336914	0	NaN	NaN	0.32
004	1	24	no	external	variable	NaN	1.7	NaN	2.8	right	1	1	8	0.39632511138916016	0	NaN	NaN	0.22
004	1	25	no	external	variable	NaN	1.4	NaN	2.8	left	1	1	7	0.40079689025878906	0	NaN	NaN	0.43
004	1	26	no	external	variable	NaN	1.0	NaN	1.0	left	1	1	7	0.4404759407043457	0	NaN	NaN	0.37
004	1	27	no	external	variable	NaN	1.4	NaN	1.0	right	1	1	8	0.35415101051330566	0	NaN	NaN	0.23
004	1	28	no	external	variable	NaN	1.1	NaN	2.8	left	1	1	7	0.3472878932952881	0	NaN	NaN	0.66
004	1	29	no	external	variable	NaN	1.5	NaN	1.0	right	1	1	8	0.30200815200805664	0	NaN	NaN	0.28
004	1	30	no	external	variable	NaN	1.6	NaN	2.8	right	1	1	8	0.4399240016937256	0	NaN	NaN	0.61
004	1	31	no	external	variable	NaN	1.7	NaN	1.0	right	1	1	8	0.4096088409423828	0	NaN	NaN	0.37
004	1	32	no	external	variable	NaN	1.5	NaN	2.8	left	1	1	7	0.37105703353881836	0	NaN	NaN	0.68
004	1	33	no	external	variable	NaN	1.5	NaN	1.0	right	1	1	8	0.3429861068725586	0	NaN	NaN	0.26
004	1	34	no	external	variable	NaN	1.7	NaN	2.8	right	1	1	8	0.40036606788635254	0	NaN	NaN	0.71
004	1	35	no	external	variable	NaN	1.3	NaN	1.0	left	1	1	7	0.4602508544921875	0	NaN	NaN	0.24
004	1	36	no	external	variable	NaN	1.7	NaN	1.0	right	1	1	8	0.3780539035797119	0	NaN	NaN	0.6
004	1	37	no	external	variable	NaN	1.2	NaN	2.8	left	1	1	7	0.46558499336242676	0	NaN	NaN	0.21
004	1	38	no	external	variable	NaN	1.2	NaN	2.8	left	1	1	7	0.41259288787841797	0	NaN	NaN	0.65
004	1	39	no	external	variable	NaN	1.7	NaN	2.8	right	1	1	8	0.3834080696105957	0	NaN	NaN	0.74
004	1	40	no	external	variable	NaN	1.5	NaN	2.8	right	1	1	8	0.4046761989593506	0	NaN	NaN	0.23
004	1	41	no	external	variable	NaN	1.5	NaN	1.0	left	1	1	7	0.34864091873168945	0	NaN	NaN	0.2
004	1	42	no	external	variable	NaN	1.6	NaN	2.8	right	1	1	8	0.43570685386657715	0	NaN	NaN	0.62
004	1	43	no	external	variable	NaN	1.3	NaN	1.0	left	1	1	7	0.47870302200317383	0	NaN	NaN	0.73
004	1	44	no	external	variable	NaN	1.6	NaN	1.0	left	1	1	7	0.4745829105377197	0	NaN	NaN	0.22
004	1	45	no	external	variable	NaN	1.4	NaN	2.8	right	1	1	8	0.3199939727783203	0	NaN	NaN	0.18
004	1	46	no	external	variable	NaN	1.4	NaN	2.8	left	1	1	7	0.3086991310119629	0	NaN	NaN	0.17
004	1	47	no	external	variable	NaN	1.2	NaN	2.8	left	1	1	7	0.37090587615966797	0	NaN	NaN	0.34
004	1	48	no	external	variable	NaN	1.2	NaN	1.0	right	1	1	8	0.4666731357574463	0	NaN	NaN	0.28
004	1	49	no	external	variable	NaN	1.4	NaN	2.8	left	1	1	7	0.38983798027038574	0	NaN	NaN	0.23
004	1	50	no	external	variable	NaN	1.5	NaN	2.8	right	1	1	8	0.3069639205932617	0	NaN	NaN	0.21
004	1	51	no	external	variable	NaN	1.4	NaN	1.0	right	1	1	8	0.5042901039123535	0	NaN	NaN	0.23
004	1	52	no	external	variable	NaN	1.6	NaN	2.8	left	1	1	7	0.5663468837738037	0	NaN	NaN	0.49
004	1	53	no	external	variable	NaN	1.4	NaN	1.0	left	1	1	7	0.4609551429748535	0	NaN	NaN	0.36
004	1	54	no	external	variable	NaN	1.7	NaN	2.8	right	1	1	8	0.42945098876953125	0	NaN	NaN	0.21
004	1	55	no	external	variable	NaN	1.1	NaN	1.0	left	1	1	7	0.3665280342102051	0	NaN	NaN	0.24
004	2	0	no	external	constant	short	1.5	NaN	1.0	right	1	1	8	0.38119983673095703	0	NaN	NaN	0.33
004	2	1	no	external	constant	short	1.3	NaN	1.0	left	1	1	7	0.30506300926208496	0	NaN	NaN	0.66
004	2	2	no	external	constant	short	1.5	NaN	1.0	right	1	1	8	0.28954005241394043	0	NaN	NaN	0.55
004	2	3	no	external	constant	short	1.3	NaN	1.0	right	1	1	8	0.3385448455810547	0	NaN	NaN	0.49
004	2	4	no	external	constant	short	1.4	NaN	1.0	left	1	1	7	0.31684207916259766	0	NaN	NaN	0.16
004	2	5	no	external	constant	short	1.6	NaN	1.0	left	1	1	7	0.3227059841156006	0	NaN	NaN	0.32
004	2	6	no	external	constant	short	1.3	NaN	1.0	right	1	1	8	0.2851269245147705	0	NaN	NaN	0.37
004	2	7	no	external	constant	short	1.5	NaN	1.0	left	1	1	7	0.29815196990966797	0	NaN	NaN	0.3
004	2	8	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.3186309337615967	0	NaN	NaN	0.19
004	2	9	no	external	constant	short	1.0	NaN	1.0	right	1	1	8	0.42071986198425293	0	NaN	NaN	0.21
004	2	10	no	external	constant	short	1.4	NaN	1.0	left	1	1	7	0.39319801330566406	0	NaN	NaN	0.19
004	2	11	no	external	constant	short	1.7	NaN	1.0	left	1	1	7	0.3994920253753662	0	NaN	NaN	0.3
004	2	12	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.39148998260498047	0	NaN	NaN	0.21
004	2	13	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.309251070022583	0	NaN	NaN	0.55
004	2	14	no	external	constant	short	1.2	NaN	1.0	left	1	1	7	0.38343000411987305	0	NaN	NaN	0.2
004	2	15	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.33349180221557617	0	NaN	NaN	0.53
004	2	16	no	external	constant	short	1.5	NaN	1.0	left	1	1	7	0.25919389724731445	0	NaN	NaN	0.17
004	2	17	no	external	constant	short	1.4	NaN	1.0	right	1	1	8	0.2795839309692383	0	NaN	NaN	0.45
004	2	18	no	external	constant	short	1.0	NaN	1.0	right	1	1	8	0.3259749412536621	0	NaN	NaN	0.35
004	2	19	no	external	constant	short	1.4	NaN	1.0	right	1	1	8	0.33698010444641113	0	NaN	NaN	0.26
004	2	20	no	external	constant	short	1.1	NaN	1.0	left	1	1	7	0.2734239101409912	0	NaN	NaN	0.44
004	2	21	no	external	constant	short	1.0	NaN	1.0	right	1	1	8	0.2640202045440674	0	NaN	NaN	0.17
004	2	22	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.4475419521331787	0	NaN	NaN	0.23
004	2	23	no	external	constant	short	1.6	NaN	1.0	left	1	1	7	0.2706320285797119	0	NaN	NaN	0.25
004	2	24	no	external	constant	short	1.3	NaN	1.0	left	1	1	7	0.6920840740203857	0	NaN	NaN	0.27
004	2	25	no	external	constant	short	1.2	NaN	1.0	left	1	1	7	0.3656289577484131	0	NaN	NaN	0.23
004	2	26	no	external	constant	short	1.0	NaN	1.0	left	1	1	7	0.3668379783630371	0	NaN	NaN	0.3
