2023-08-31 20:37:58.083689
Experiment: 	Action_FP_4
Participant: 	002
Counterbalancing order: 	2
Handedness: 	right
Frame Rate: 	120.0667561710813

participant	block	trial	practice	condition	FPType	conFPDur	extFixDur	actionTrigLatency	FP	orientation	Acc	responseGiven	response	RT	preRespGiven	preResp	preTime	ITI
002	0	0	yes	external	practice	NaN	1.6	NaN	2.8	left	1	1	7	0.2915608882904053	0	NaN	NaN	0.22
002	0	1	yes	external	practice	NaN	1.3	NaN	2.8	left	0	1	8	0.2603340148925781	0	NaN	NaN	0.42
002	0	2	yes	external	practice	NaN	1.6	NaN	1.0	right	0	0	NaN	NaN	0	NaN	NaN	0.67
002	0	3	yes	external	practice	NaN	1.5	NaN	1.0	left	1	1	7	0.2400069236755371	0	NaN	NaN	0.31
002	0	4	yes	external	practice	NaN	1.3	NaN	1.0	left	0	1	8	0.24350810050964355	0	NaN	NaN	0.32
002	0	5	yes	external	practice	NaN	1.0	NaN	2.8	right	0	1	7	0.29268407821655273	0	NaN	NaN	0.23
002	0	6	yes	external	practice	NaN	1.3	NaN	1.0	right	0	1	7	0.647334098815918	0	NaN	NaN	0.36
002	0	7	yes	external	practice	NaN	1.5	NaN	2.8	right	0	1	7	0.2689061164855957	0	NaN	NaN	0.27
002	0	0	yes	external	practice	NaN	1.6	NaN	2.8	left	1	1	7	0.45789003372192383	0	NaN	NaN	0.22
002	0	1	yes	external	practice	NaN	1.3	NaN	2.8	left	1	1	7	0.27899694442749023	0	NaN	NaN	0.42
002	0	2	yes	external	practice	NaN	1.6	NaN	1.0	right	0	1	7	0.46900296211242676	0	NaN	NaN	0.67
002	0	3	yes	external	practice	NaN	1.5	NaN	1.0	left	1	1	7	0.37668299674987793	0	NaN	NaN	0.31
002	0	4	yes	external	practice	NaN	1.3	NaN	1.0	left	1	1	7	0.39009904861450195	0	NaN	NaN	0.32
002	0	5	yes	external	practice	NaN	1.0	NaN	2.8	right	1	1	8	0.45749902725219727	0	NaN	NaN	0.23
002	0	6	yes	external	practice	NaN	1.3	NaN	1.0	right	1	1	8	0.45032405853271484	0	NaN	NaN	0.36
002	0	7	yes	external	practice	NaN	1.5	NaN	2.8	right	1	1	8	0.47760701179504395	0	NaN	NaN	0.27
002	0	0	no	external	constant	long	1.6	NaN	2.8	right	1	1	8	0.3837590217590332	0	NaN	NaN	0.25
002	0	1	no	external	constant	long	1.2	NaN	2.8	left	1	1	7	0.3930180072784424	0	NaN	NaN	0.17
002	0	2	no	external	constant	long	1.7	NaN	2.8	right	1	1	8	0.43888282775878906	0	NaN	NaN	0.39
002	0	3	no	external	constant	long	1.5	NaN	2.8	left	1	1	7	0.3626561164855957	0	NaN	NaN	0.67
002	0	4	no	external	constant	long	1.5	NaN	2.8	left	1	1	7	0.36870598793029785	0	NaN	NaN	0.25
002	0	5	no	external	constant	long	1.0	NaN	2.8	left	1	1	7	0.38898611068725586	0	NaN	NaN	0.35
002	0	6	no	external	constant	long	1.2	NaN	2.8	left	1	1	7	0.28334903717041016	0	NaN	NaN	0.32
002	0	7	no	external	constant	long	1.6	NaN	2.8	left	1	1	7	0.33010411262512207	0	NaN	NaN	0.79
002	0	8	no	external	constant	long	1.3	NaN	2.8	left	1	1	7	0.33580803871154785	0	NaN	NaN	0.69
002	0	9	no	external	constant	long	1.7	NaN	2.8	right	1	1	8	0.5044219493865967	0	NaN	NaN	0.32
002	0	10	no	external	constant	long	1.4	NaN	2.8	left	1	1	7	0.32364988327026367	0	NaN	NaN	0.21
002	0	11	no	external	constant	long	1.1	NaN	2.8	right	1	1	8	0.3610260486602783	0	NaN	NaN	0.17
002	0	12	no	external	constant	long	1.6	NaN	2.8	right	1	1	8	0.5046780109405518	0	NaN	NaN	0.2
002	0	13	no	external	constant	long	1.3	NaN	2.8	right	1	1	8	0.45839715003967285	0	NaN	NaN	0.16
002	0	14	no	external	constant	long	1.2	NaN	2.8	right	1	1	8	0.4430360794067383	0	NaN	NaN	0.24
002	0	15	no	external	constant	long	1.4	NaN	2.8	left	1	1	7	0.5448458194732666	0	NaN	NaN	0.58
002	0	16	no	external	constant	long	1.7	NaN	2.8	left	1	1	7	0.5150320529937744	0	NaN	NaN	0.26
002	0	17	no	external	constant	long	1.7	NaN	2.8	left	1	1	7	0.45714497566223145	0	NaN	NaN	0.35
002	0	18	no	external	constant	long	1.1	NaN	2.8	right	1	1	8	0.4797780513763428	0	NaN	NaN	0.34
002	0	19	no	external	constant	long	1.2	NaN	2.8	right	1	1	8	0.4837770462036133	0	NaN	NaN	0.62
002	0	20	no	external	constant	long	1.3	NaN	2.8	left	1	1	7	0.43877601623535156	0	NaN	NaN	0.33
002	0	21	no	external	constant	long	1.4	NaN	2.8	right	1	1	8	0.44780588150024414	0	NaN	NaN	0.27
002	0	22	no	external	constant	long	1.6	NaN	2.8	left	1	1	7	0.4420440196990967	0	NaN	NaN	0.24
002	0	23	no	external	constant	long	1.4	NaN	2.8	right	1	1	8	0.41040802001953125	0	NaN	NaN	0.21
002	0	24	no	external	constant	long	1.0	NaN	2.8	right	0	0	NaN	NaN	0	NaN	NaN	0.23
002	0	25	no	external	constant	long	1.1	NaN	2.8	left	1	1	7	0.3434600830078125	0	NaN	NaN	0.34
002	0	26	no	external	constant	long	1.2	NaN	2.8	right	1	1	8	0.42054009437561035	0	NaN	NaN	0.3
002	0	27	no	external	constant	long	1.6	NaN	2.8	left	1	1	7	0.3954169750213623	0	NaN	NaN	0.5
002	0	28	no	external	constant	long	1.7	NaN	2.8	left	0	1	8	0.29955387115478516	0	NaN	NaN	0.48
002	0	29	no	external	constant	long	1.4	NaN	2.8	right	1	1	8	0.323789119720459	0	NaN	NaN	0.43
002	0	30	no	external	constant	long	1.1	NaN	2.8	left	1	1	7	0.34908318519592285	0	NaN	NaN	0.24
002	0	31	no	external	constant	long	1.1	NaN	2.8	left	1	1	7	0.4354569911956787	0	NaN	NaN	0.49
002	0	32	no	external	constant	long	1.5	NaN	2.8	right	1	1	8	0.482450008392334	0	NaN	NaN	0.22
002	0	33	no	external	constant	long	1.3	NaN	2.8	right	1	1	8	0.6527578830718994	0	NaN	NaN	0.41
002	0	34	no	external	constant	long	1.3	NaN	2.8	left	1	1	7	0.4451141357421875	0	NaN	NaN	0.57
002	0	35	no	external	constant	long	1.2	NaN	2.8	left	1	1	7	0.594857931137085	0	NaN	NaN	0.21
002	0	36	no	external	constant	long	1.0	NaN	2.8	right	1	1	8	0.5886859893798828	0	NaN	NaN	0.26
002	0	37	no	external	constant	long	1.5	NaN	2.8	right	1	1	8	0.5160210132598877	0	NaN	NaN	0.36
002	0	38	no	external	constant	long	1.4	NaN	2.8	right	1	1	8	0.5298681259155273	0	NaN	NaN	0.17
002	0	39	no	external	constant	long	1.4	NaN	2.8	left	1	1	7	0.7098009586334229	0	NaN	NaN	0.39
002	0	40	no	external	constant	long	1.3	NaN	2.8	left	0	1	8	0.42800092697143555	0	NaN	NaN	0.3
002	0	41	no	external	constant	long	1.2	NaN	2.8	left	1	1	7	0.4484992027282715	0	NaN	NaN	0.52
002	0	42	no	external	constant	long	1.1	NaN	2.8	right	1	1	8	0.40868711471557617	0	NaN	NaN	0.54
002	0	43	no	external	constant	long	1.6	NaN	2.8	right	1	1	8	0.5319669246673584	0	NaN	NaN	0.46
002	0	44	no	external	constant	long	1.4	NaN	2.8	right	1	1	8	0.3816518783569336	0	NaN	NaN	0.33
002	0	45	no	external	constant	long	1.7	NaN	2.8	right	1	1	8	0.45240187644958496	0	NaN	NaN	0.19
002	0	46	no	external	constant	long	1.2	NaN	2.8	right	1	1	8	0.4112989902496338	0	NaN	NaN	0.56
002	0	47	no	external	constant	long	1.2	NaN	2.8	right	1	1	8	0.37896180152893066	0	NaN	NaN	0.21
002	0	48	no	external	constant	long	1.2	NaN	2.8	left	0	1	8	0.3284111022949219	0	NaN	NaN	0.19
002	0	49	no	external	constant	long	1.0	NaN	2.8	left	1	1	7	0.4185328483581543	0	NaN	NaN	0.61
002	0	50	no	external	constant	long	1.2	NaN	2.8	right	1	1	8	0.4507899284362793	0	NaN	NaN	0.24
002	0	51	no	external	constant	long	1.3	NaN	2.8	right	1	1	8	0.3847181797027588	0	NaN	NaN	0.27
002	0	52	no	external	constant	long	1.6	NaN	2.8	right	1	1	8	0.46009111404418945	0	NaN	NaN	0.55
002	0	53	no	external	constant	long	1.0	NaN	2.8	left	1	1	7	0.36455678939819336	0	NaN	NaN	0.31
002	0	54	no	external	constant	long	1.4	NaN	2.8	left	1	1	7	0.45780396461486816	0	NaN	NaN	0.24
002	0	55	no	external	constant	long	1.3	NaN	2.8	left	1	1	7	0.3805418014526367	0	NaN	NaN	0.32
002	1	0	no	external	constant	short	1.4	NaN	1.0	left	1	1	7	0.4344639778137207	0	NaN	NaN	0.25
002	1	1	no	external	constant	short	1.0	NaN	1.0	left	1	1	7	0.40065598487854004	0	NaN	NaN	0.37
002	1	2	no	external	constant	short	1.7	NaN	1.0	right	1	1	8	0.30515193939208984	0	NaN	NaN	0.64
002	1	3	no	external	constant	short	1.5	NaN	1.0	left	1	1	7	0.2958199977874756	0	NaN	NaN	0.39
002	1	4	no	external	constant	short	1.4	NaN	1.0	left	1	1	7	0.3499159812927246	0	NaN	NaN	0.18
002	1	5	no	external	constant	short	1.6	NaN	1.0	left	1	1	7	0.2975759506225586	0	NaN	NaN	0.39
002	1	6	no	external	constant	short	1.2	NaN	1.0	left	1	1	7	0.32144618034362793	0	NaN	NaN	0.33
002	1	7	no	external	constant	short	1.1	NaN	1.0	right	1	1	8	0.410228967666626	0	NaN	NaN	0.19
002	1	8	no	external	constant	short	1.1	NaN	1.0	right	1	1	8	0.4388010501861572	0	NaN	NaN	0.23
002	1	9	no	external	constant	short	1.7	NaN	1.0	left	1	1	7	0.5539591312408447	0	NaN	NaN	0.2
002	1	10	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.4409749507904053	0	NaN	NaN	0.4
002	1	11	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.527061939239502	0	NaN	NaN	0.36
002	1	12	no	external	constant	short	1.1	NaN	1.0	left	1	1	7	0.4206268787384033	0	NaN	NaN	0.17
002	1	13	no	external	constant	short	1.7	NaN	1.0	left	1	1	7	0.471804141998291	0	NaN	NaN	0.29
002	1	14	no	external	constant	short	1.0	NaN	1.0	left	1	1	7	0.4121718406677246	0	NaN	NaN	0.35
002	1	15	no	external	constant	short	1.0	NaN	1.0	right	1	1	8	0.38221311569213867	0	NaN	NaN	0.2
002	1	16	no	external	constant	short	1.2	NaN	1.0	right	1	1	8	0.4126250743865967	0	NaN	NaN	0.78
002	1	17	no	external	constant	short	1.0	NaN	1.0	left	1	1	7	0.4169759750366211	0	NaN	NaN	0.22
002	1	18	no	external	constant	short	1.2	NaN	1.0	left	1	1	7	0.4419739246368408	0	NaN	NaN	0.19
002	1	19	no	external	constant	short	1.2	NaN	1.0	right	1	1	8	0.46181392669677734	0	NaN	NaN	0.79
002	1	20	no	external	constant	short	1.4	NaN	1.0	right	1	1	8	0.4538130760192871	0	NaN	NaN	0.18
002	1	21	no	external	constant	short	1.1	NaN	1.0	left	1	1	7	0.4326300621032715	0	NaN	NaN	0.25
002	1	22	no	external	constant	short	1.1	NaN	1.0	left	1	1	7	0.3827970027923584	0	NaN	NaN	0.67
002	1	23	no	external	constant	short	1.4	NaN	1.0	right	1	1	8	0.5287761688232422	0	NaN	NaN	0.21
002	1	24	no	external	constant	short	1.6	NaN	1.0	right	1	1	8	0.5061779022216797	0	NaN	NaN	0.56
002	1	25	no	external	constant	short	1.4	NaN	1.0	right	1	1	8	0.4472470283508301	0	NaN	NaN	0.34
002	1	26	no	external	constant	short	1.3	NaN	1.0	right	1	1	8	0.5801100730895996	0	NaN	NaN	0.21
002	1	27	no	external	constant	short	1.1	NaN	1.0	left	1	1	7	0.5797500610351562	0	NaN	NaN	0.19
002	1	28	no	external	constant	short	1.2	NaN	1.0	left	1	1	7	0.5874519348144531	0	NaN	NaN	0.26
002	1	29	no	external	constant	short	1.4	NaN	1.0	left	1	1	7	0.5431950092315674	0	NaN	NaN	0.56
002	1	30	no	external	constant	short	1.5	NaN	1.0	right	1	1	8	0.4149749279022217	0	NaN	NaN	0.56
