participant,FP,logFP,condition,FPType,conFPDur,orientation,prevOri,seqOri,oneBackFP,block,countBalance,condTestPos,meanRT,meanLogRT,meanRTzscore,meanInvRT,numFP,numOneBackFP,numLogFP,squaredNumFP,squaredNumLogFP,scaledNumFP,squaredScaledNumFP,scaledNumOneBackFP
2,1,0,action,variable,NA,right,left,different,2.8,6,2,2,0.41871328353881837,-0.379200397115622,-0.20163572382123118,2.4009975809472994,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,action,variable,NA,left,right,different,1,4,2,2,0.38154834508895874,-0.41906361089792005,-0.704087317928122,2.62825978202787,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,left,right,different,1,6,2,2,0.3933671951293945,-0.40786869549434307,-0.5443023084267898,2.573717668232875,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,left,right,different,2.8,4,2,2,0.4152236779530843,-0.38290742890028984,-0.24881346613666375,2.4215832810201157,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,action,variable,NA,left,right,different,2.8,6,2,2,0.4226129055023193,-0.3740572448538315,-0.148914762783754,2.3662315726288488,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,action,variable,NA,left,left,same,1,4,2,2,0.3803849220275879,-0.4198866978376202,-0.7198162225406011,2.6302479416213735,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,left,left,same,1,6,2,2,0.39718449115753174,-0.40790014720125317,-0.49269435333483935,2.5989179978911703,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,left,left,same,2.8,4,2,2,0.48590409755706787,-0.31920642023060664,0.7067508636705236,2.1131247065441183,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,action,variable,NA,left,left,same,2.8,6,2,2,0.4213358163833618,-0.3774887552253386,-0.1661803763001723,2.3965790442073986,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,2.8,0.447158031342219,external,constant,long,right,right,same,2.8,0,2,1,0.47068757670266287,-0.33208971285300015,0.5010310245169782,2.1712608586939433,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,constant,long,right,left,different,2.8,0,2,1,0.44310541947682697,-0.3582668384955552,0.12813389498922864,2.3073195382688243,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,constant,long,right,left,different,NA,0,2,1,0.3837590217590332,-0.41594140160176774,-0.6742000622709549,2.6058019311606224,2.8,NA,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,NA
2,2.8,0.447158031342219,external,constant,long,left,right,different,2.8,0,2,1,0.4002382755279541,-0.4023579980706913,-0.4514086983875698,2.5511920042167873,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,constant,long,left,left,same,2.8,0,2,1,0.4165248504051795,-0.3881924672088818,-0.2312222578626276,2.4890144525515105,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,right,same,1,2,2,1,0.4775503873825073,-0.32116754420355687,0.5938128320475825,2.095821494425724,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,right,same,1,3,2,1,0.45809197425842285,-0.3434004430998905,0.3307447065298444,2.225187148029889,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,right,same,2.8,2,2,1,0.5428526997566223,-0.2674707985475722,1.476667810954837,1.8599405049971267,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,right,same,2.8,3,2,1,0.5200420618057251,-0.28398148222797603,1.1682792630634915,1.9230980872940018,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,left,different,1,2,2,1,0.44962960481643677,-0.3487269753703961,0.2163376553306675,2.23990989348588,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,left,different,1,3,2,1,0.4369803428649902,-0.36136298401396455,0.04532588733448075,2.307719431587972,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,left,different,2.8,2,2,1,0.40751945972442627,-0.39666400309620387,-0.3529706877491543,2.5299158331147855,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,right,left,different,2.8,3,2,1,0.4821711778640747,-0.3173550002196647,0.6562836349154468,2.0791919813832695,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,right,different,1,2,2,1,0.4904999732971191,-0.3093610119270789,0.7688848315505282,2.0387360946791584,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,right,different,1,3,2,1,0.49298298358917236,-0.30763947244391254,0.8024539031395781,2.032875930414357,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,right,different,2.8,2,2,1,0.4170886278152466,-0.3838619478086575,-0.22360026600081379,2.44383261002113,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,right,different,2.8,3,2,1,0.4504120945930481,-0.3491706272280306,0.2269165302603577,2.247904435827786,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,left,same,1,2,2,1,0.46005165576934814,-0.34322669107047,0.3572386317231991,2.2416220435264753,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,left,same,1,3,2,1,0.5111445188522339,-0.2916943750480129,1.0479888811314022,1.9585400561653614,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,left,same,2.8,2,2,1,0.5268459320068359,-0.2783163689655265,1.2602642244608222,1.8980881112450627,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,external,variable,NA,left,left,same,2.8,3,2,1,0.43061119318008423,-0.3695248759228445,-0.04078186760244422,2.3609150152449887,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,constant,long,right,right,same,2.8,5,2,2,0.4323358138402303,-0.365008734082411,-0.017465848901400762,2.322055998429825,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,constant,long,right,left,different,2.8,5,2,2,0.40593541463216143,-0.3925230906839833,-0.3743861942706957,2.4746755278987123,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,constant,long,left,right,different,2.8,5,2,2,0.3947319666544596,-0.4050827878965687,-0.525851272128538,2.5494165682096432,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,constant,long,left,right,different,NA,5,2,2,0.4323098659515381,-0.3642048531098379,-0.017816651528309052,2.313155629235859,2.8,NA,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,NA
2,2.8,0.447158031342219,action,constant,long,left,left,same,2.8,5,2,2,0.40932856003443396,-0.3895534429864586,-0.3285125459473321,2.4612508164288953,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,right,same,1,4,2,2,0.4321022828420003,-0.3668971628796644,-0.02062307254357958,2.341466213792362,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,right,same,1,6,2,2,0.46145474910736084,-0.33800368621429205,0.37620775998682743,2.188750013230971,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,right,same,2.8,4,2,2,0.4065079689025879,-0.39117381195409007,-0.36664554359595847,2.462715890594817,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,right,same,2.8,6,2,2,0.4246056079864502,-0.3728018042076501,-0.12197441035768648,2.363683558100487,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,left,different,1,4,2,2,0.407999316851298,-0.393670468805544,-0.3464832566273313,2.4998725061418225,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,left,different,1,6,2,2,0.41062653064727783,-0.38677568619673564,-0.3109646249570382,2.4378017146326076,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,left,different,2.8,4,2,2,0.4719958305358886,-0.3260618377711113,0.5187179695629807,2.118662783238218,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,right,left,different,2.8,6,2,2,0.4728299379348755,-0.32963103808542116,0.5299946892282832,2.158428633211092,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,right,different,1,4,2,2,0.3804324269294739,-0.426075410007439,-0.7191739797527459,2.708449162656243,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,right,different,1,6,2,2,0.39726529121398924,-0.40201321666026474,-0.4916019765177551,2.5298526009245736,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,right,different,2.8,4,2,2,0.33111047744750977,-0.48011359299695067,-1.3859823527870896,3.021343541619286,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,right,different,2.8,6,2,2,0.403457760810852,-0.3951118659416424,-0.4078828490234404,2.4887815319610214,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,left,same,1,4,2,2,0.4551180601119995,-0.3431247791825477,0.29053885752451414,2.2099051194896493,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,left,same,1,6,2,2,0.4196367859840393,-0.37731533515865057,-0.18915042732628648,2.385066860819194,2.8,1,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,-0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,left,same,2.8,4,2,2,0.43783348798751826,-0.36013747661615203,0.056859987610122675,2.299338805821148,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
2,2.8,0.447158031342219,action,variable,NA,left,left,same,2.8,6,2,2,0.4050165812174479,-0.3950742859858584,-0.3868083677814724,2.4974658227299074,2.8,2.8,0.447158031342219,7.839999999999999,0.1999503049938489,0.9790002852101517,0.9584415584415584,0.9968304199190299
