participant,FP,logFP,condition,FPType,conFPDur,orientation,prevOri,seqOri,oneBackFP,block,countBalance,condTestPos,meanRT,meanLogRT,meanRTzscore,meanInvRT,numFP,numOneBackFP,numLogFP,squaredNumFP,squaredNumLogFP,scaledNumFP,squaredScaledNumFP,scaledNumOneBackFP
2,1,0,external,variable,NA,left,right,different,2.8,3,2,1,0.4943665504455566,-0.30802083685612835,0.8211590430251621,2.042169615027977,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,external,variable,NA,left,left,same,1,2,2,1,0.4257870316505432,-0.3763500853575296,-0.10600214649560596,2.4080205250544395,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,external,variable,NA,left,left,same,1,3,2,1,0.44927899042765296,-0.3551502891593863,0.2115975221323065,2.3066502796825614,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,external,variable,NA,left,left,same,2.8,2,2,1,0.43892741203308105,-0.35777889822613085,0.07164929988804886,2.2800821824799944,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,external,variable,NA,left,left,same,2.8,3,2,1,0.4285796483357747,-0.3690210829121734,-0.06824734953510148,2.3444482401422544,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,action,constant,short,right,right,same,1,7,2,2,0.4350371162096659,-0.3663981444980437,0.019054423653841066,2.3485981095470536,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,constant,short,right,left,different,1,7,2,2,0.3878018174852643,-0.416449281722574,-0.6195434627441222,2.638463360392417,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,constant,short,left,right,different,1,7,2,2,0.39425389583294207,-0.41148710533001276,-0.5323145532850923,2.616388347727496,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,constant,short,left,left,same,1,7,2,2,0.4084162712097168,-0.390222363857036,-0.3408462398368963,2.463870041170317,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,constant,short,left,left,same,NA,7,2,2,0.4364399909973144,-0.3600754618560922,0.03802059722459293,2.2912657424331986,1,NA,0,1,0,-1.01525955503275,1.0307519640852973,NA
2,1,0,action,variable,NA,right,right,same,1,4,2,2,0.41233551502227783,-0.3872314649749081,-0.2878600011008462,2.4530910769483443,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,right,right,same,1,6,2,2,0.40019047260284424,-0.3978929752528849,-0.4520549703020742,2.500648762336573,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,right,right,same,2.8,4,2,2,0.45010125637054443,-0.34788722079334533,0.22271415116542073,2.233808890898164,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,action,variable,NA,right,right,same,2.8,6,2,2,0.4567139744758606,-0.34092541180572594,0.3121148307300644,2.1953187720367087,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
2,1,0,action,variable,NA,right,left,different,1,4,2,2,0.42655913035074866,-0.3714013737667762,-0.09556375378174514,2.359433645304924,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,right,left,different,1,6,2,2,0.38244064648946124,-0.4181455518235344,-0.6920238441324861,2.6233470485906945,1,1,0,1,0,-1.01525955503275,1.0307519640852973,-0.9968304199190299
2,1,0,action,variable,NA,right,left,different,2.8,4,2,2,0.39436602592468256,-0.40454909309023435,-0.5307986098800364,2.5410114815260143,1,2.8,0,1,0,-1.01525955503275,1.0307519640852973,0.9968304199190299
