participant,block,trial,practice,condition,FPType,conFPDur,extFixDur,actionTrigLatency,FP,orientation,Acc,responseGiven,response,RT,preRespGiven,preResp,preTime,ITI,countBalance,handedness,oneBackFP
2,4,20,no,action,variable,,,0.8107540607452393,2.8,left,1,1,7.0,0.4469878673553467,0,,,0.26,2,right,1.0
2,4,21,no,action,variable,,,0.8807320594787598,1.0,right,1,1,8.0,0.3695330619812011,0,,,0.47,2,right,2.8
2,4,22,no,action,variable,,,0.741279125213623,2.8,right,1,1,8.0,0.4752998352050781,0,,,0.38,2,right,1.0
2,4,23,no,action,variable,,,0.9890739917755128,2.8,left,1,1,7.0,0.3245019912719726,0,,,0.57,2,right,2.8
2,4,24,no,action,variable,,,0.8823709487915039,2.8,left,1,1,7.0,0.4865658283233642,0,,,0.17,2,right,2.8
2,4,25,no,action,variable,,,1.1124160289764404,2.8,left,1,1,7.0,0.4390461444854736,0,,,0.19,2,right,2.8
2,4,26,no,action,variable,,,0.9831058979034424,2.8,left,1,1,7.0,0.386240005493164,0,,,0.44,2,right,2.8
2,4,27,no,action,variable,,,1.1698179244995115,1.0,right,1,1,8.0,0.403688907623291,0,,,0.18,2,right,2.8
2,4,28,no,action,variable,,,0.6956791877746582,2.8,left,1,1,7.0,0.3509209156036377,0,,,0.26,2,right,1.0
2,4,29,no,action,variable,,,0.7109520435333252,1.0,left,1,1,7.0,0.4742441177368164,0,,,0.53,2,right,2.8
2,4,30,no,action,variable,,,0.6076319217681885,1.0,left,1,1,7.0,0.3889448642730713,0,,,0.37,2,right,1.0
2,4,31,no,action,variable,,,0.6066210269927979,1.0,right,0,1,7.0,0.3978719711303711,0,,,0.28,2,right,1.0
2,4,32,no,action,variable,,,0.7857089042663574,2.8,right,1,1,8.0,0.4512159824371338,0,,,0.17,2,right,1.0
2,4,33,no,action,variable,,,0.8772001266479492,1.0,left,1,1,7.0,0.4529399871826172,0,,,0.32,2,right,2.8
2,4,34,no,action,variable,,,0.9728999137878418,2.8,left,1,1,7.0,0.4895830154418945,0,,,0.28,2,right,1.0
2,4,35,no,action,variable,,,0.6214849948883057,2.8,left,1,1,7.0,0.4394819736480713,0,,,0.49,2,right,2.8
2,4,36,no,action,variable,,,1.113192081451416,1.0,left,1,1,7.0,0.481572151184082,0,,,0.2,2,right,2.8
2,4,37,no,action,variable,,,0.6416950225830078,2.8,right,1,1,8.0,0.493682861328125,0,,,0.75,2,right,1.0
2,4,38,no,action,variable,,,0.7891569137573242,1.0,right,1,1,8.0,0.4501910209655761,0,,,0.31,2,right,2.8
2,4,39,no,action,variable,,,0.9519660472869872,1.0,left,1,1,7.0,0.4116799831390381,0,,,0.4,2,right,1.0
2,4,40,no,action,variable,,,0.8434648513793945,2.8,right,1,1,8.0,0.3982338905334472,0,,,0.18,2,right,1.0
2,4,41,no,action,variable,,,1.000253200531006,2.8,left,1,1,7.0,0.6970069408416748,0,,,0.22,2,right,2.8
2,4,42,no,action,variable,,,0.8192219734191895,1.0,left,1,1,7.0,0.605518102645874,0,,,0.19,2,right,2.8
2,4,43,no,action,variable,,,0.8416769504547119,1.0,right,1,1,8.0,0.382303237915039,0,,,0.49,2,right,1.0
2,4,44,no,action,variable,,,0.961623191833496,1.0,left,1,1,7.0,0.3639841079711914,0,,,0.72,2,right,1.0
2,4,45,no,action,variable,,,0.7654900550842285,2.8,left,1,1,7.0,0.4206531047821045,0,,,0.7,2,right,1.0
2,4,46,no,action,variable,,,0.8785080909729004,2.8,right,1,1,8.0,0.4719958305358886,0,,,0.31,2,right,2.8
2,4,47,no,action,variable,,,0.9577360153198242,2.8,right,1,1,8.0,0.4250218868255615,0,,,0.3,2,right,2.8
2,4,48,no,action,variable,,,0.6751151084899902,1.0,right,1,1,8.0,0.430250883102417,0,,,0.61,2,right,2.8
2,4,49,no,action,variable,,,0.7298340797424316,1.0,right,1,1,8.0,0.3683760166168213,0,,,0.33,2,right,1.0
2,4,50,no,action,variable,,,0.5922591686248779,1.0,left,1,1,7.0,0.3616511821746826,0,,,0.41,2,right,1.0
2,4,51,no,action,variable,,,0.6872720718383789,2.8,right,1,1,8.0,0.3314650058746338,0,,,0.18,2,right,1.0
2,4,52,no,action,variable,,,0.803555965423584,2.8,right,1,1,8.0,0.4020259380340576,0,,,0.44,2,right,2.8
2,4,53,no,action,variable,,,1.0177490711212158,2.8,left,1,1,7.0,0.3377189636230469,0,,,0.17,2,right,2.8
2,4,54,no,action,variable,,,0.6316738128662109,1.0,left,0,1,8.0,0.4096059799194336,0,,,0.69,2,right,2.8
2,4,55,no,action,variable,,,0.7889161109924316,2.8,right,0,1,7.0,0.3548610210418701,0,,,0.63,2,right,1.0
2,5,0,no,action,constant,long,,2.651280879974365,2.8,left,1,1,7.0,0.4323098659515381,0,,,0.45,2,right,
2,5,1,no,action,constant,long,,0.8120129108428955,2.8,left,1,1,7.0,0.3519089221954345,0,,,0.25,2,right,2.8
2,5,2,no,action,constant,long,,1.0199220180511477,2.8,right,1,1,8.0,0.4110281467437744,0,,,0.26,2,right,2.8
2,5,3,no,action,constant,long,,0.7427010536193848,2.8,right,1,1,8.0,0.3992259502410888,0,,,0.17,2,right,2.8
2,5,4,no,action,constant,long,,0.7829699516296387,2.8,right,1,1,8.0,0.4632630348205566,0,,,0.22,2,right,2.8
2,5,5,no,action,constant,long,,0.8294579982757568,2.8,right,1,1,8.0,0.4392309188842773,0,,,0.37,2,right,2.8
2,5,6,no,action,constant,long,,0.7010679244995117,2.8,left,1,1,7.0,0.3985128402709961,0,,,0.16,2,right,2.8
2,5,7,no,action,constant,long,,0.5305850505828857,2.8,right,1,1,8.0,0.4229030609130859,0,,,0.44,2,right,2.8
2,5,8,no,action,constant,long,,0.7304480075836182,2.8,left,1,1,7.0,0.3839831352233886,0,,,0.51,2,right,2.8
2,5,9,no,action,constant,long,,1.1096768379211426,2.8,right,1,1,8.0,0.4352900981903076,0,,,0.55,2,right,2.8
2,5,10,no,action,constant,long,,1.0951859951019287,2.8,left,1,1,7.0,0.419623851776123,0,,,0.27,2,right,2.8
2,5,11,no,action,constant,long,,0.567878007888794,2.8,left,1,1,7.0,0.4044938087463379,0,,,0.63,2,right,2.8
2,5,12,no,action,constant,long,,0.5599949359893799,2.8,left,1,1,7.0,0.3606250286102295,0,,,0.24,2,right,2.8
2,5,13,no,action,constant,long,,0.8327310085296631,2.8,left,1,1,7.0,0.3938400745391845,0,,,0.47,2,right,2.8
2,5,14,no,action,constant,long,,0.7636711597442627,2.8,right,1,1,8.0,0.4305629730224609,0,,,0.31,2,right,2.8
2,5,15,no,action,constant,long,,0.8083620071411133,2.8,right,1,1,8.0,0.4578199386596679,0,,,0.24,2,right,2.8
2,5,16,no,action,constant,long,,0.865900993347168,2.8,left,1,1,7.0,0.4233160018920898,0,,,0.38,2,right,2.8
2,5,17,no,action,constant,long,,0.811154842376709,2.8,left,1,1,7.0,0.4898500442504883,0,,,0.24,2,right,2.8
2,5,18,no,action,constant,long,,0.7037169933319092,2.8,right,1,1,8.0,0.404214859008789,0,,,0.18,2,right,2.8
2,5,19,no,action,constant,long,,0.5780951976776123,2.8,left,1,1,7.0,0.3799879550933838,0,,,0.45,2,right,2.8
2,5,20,no,action,constant,long,,0.7436010837554932,2.8,left,1,1,7.0,0.4322829246520996,0,,,0.18,2,right,2.8
2,5,21,no,action,constant,long,,0.7863619327545166,2.8,right,1,1,8.0,0.4275178909301758,0,,,0.2,2,right,2.8
2,5,22,no,action,constant,long,,0.9933240413665771,2.8,right,1,1,8.0,0.4639208316802978,0,,,0.18,2,right,2.8
2,5,23,no,action,constant,long,,2.47012710571289,2.8,right,1,1,8.0,0.4376990795135498,0,,,0.45,2,right,2.8
2,5,24,no,action,constant,long,,1.0996248722076416,2.8,left,1,1,7.0,0.3718578815460205,0,,,0.25,2,right,2.8
2,5,25,no,action,constant,long,,0.7619051933288574,2.8,right,1,1,8.0,0.3633151054382324,0,,,0.68,2,right,2.8
2,5,26,no,action,constant,long,,0.5331380367279053,2.8,left,1,1,7.0,0.3929989337921142,0,,,0.21,2,right,2.8
2,5,27,no,action,constant,long,,0.7150669097900391,2.8,left,1,1,7.0,0.3981208801269531,0,,,0.41,2,right,2.8
2,5,28,no,action,constant,long,,0.4940168857574463,2.8,right,1,1,8.0,0.4140779972076416,0,,,0.19,2,right,2.8
2,5,29,no,action,constant,long,,1.0263819694519043,2.8,right,1,1,8.0,0.4355008602142334,0,,,0.75,2,right,2.8
2,5,30,no,action,constant,long,,0.5967140197753906,2.8,left,1,1,7.0,0.3893780708312988,0,,,0.56,2,right,2.8
2,5,31,no,action,constant,long,,0.5893020629882812,2.8,right,1,1,8.0,0.4035589694976806,0,,,0.4,2,right,2.8
2,5,32,no,action,constant,long,,0.9233548641204834,2.8,right,1,1,8.0,0.4206471443176269,0,,,0.25,2,right,2.8
2,5,33,no,action,constant,long,,0.6244909763336182,2.8,left,1,1,7.0,0.4075930118560791,0,,,0.44,2,right,2.8
2,5,34,no,action,constant,long,,0.7934958934783936,2.8,left,1,1,7.0,0.4241218566894531,0,,,0.57,2,right,2.8
2,5,35,no,action,constant,long,,0.9616968631744384,2.8,right,1,1,8.0,0.3606810569763183,0,,,0.32,2,right,2.8
2,5,36,no,action,constant,long,,0.7565209865570068,2.8,left,1,1,7.0,0.473783016204834,0,,,0.17,2,right,2.8
2,5,37,no,action,constant,long,,0.6839051246643066,2.8,right,1,1,8.0,0.3619508743286133,0,,,0.37,2,right,2.8
2,5,38,no,action,constant,long,,0.8877918720245361,2.8,right,1,1,8.0,0.3713719844818115,0,,,0.23,2,right,2.8
2,5,39,no,action,constant,long,,0.7534940242767334,2.8,right,1,1,8.0,0.4202799797058105,0,,,0.17,2,right,2.8
2,5,40,no,action,constant,long,,0.7722361087799072,2.8,left,1,1,7.0,0.4283719062805176,0,,,0.3,2,right,2.8
2,5,41,no,action,constant,long,,0.8844149112701416,2.8,left,1,1,7.0,0.4472811222076416,0,,,0.19,2,right,2.8
2,5,42,no,action,constant,long,,0.9917891025543212,2.8,right,1,1,8.0,0.3972830772399902,0,,,0.62,2,right,2.8
2,5,43,no,action,constant,long,,1.0965769290924072,2.8,left,1,1,7.0,0.3443520069122314,0,,,0.33,2,right,2.8
2,5,44,no,action,constant,long,,0.590238094329834,2.8,right,1,1,8.0,0.4579310417175293,0,,,0.38,2,right,2.8
2,5,45,no,action,constant,long,,1.1354022026062012,2.8,left,1,1,7.0,0.3790280818939209,0,,,0.28,2,right,2.8
2,5,46,no,action,constant,long,,0.9609699249267578,2.8,right,1,1,8.0,0.4014010429382324,0,,,0.6,2,right,2.8
2,5,47,no,action,constant,long,,0.6611948013305664,2.8,left,1,1,7.0,0.3452529907226562,0,,,0.21,2,right,2.8
2,5,48,no,action,constant,long,,0.914781093597412,2.8,left,1,1,7.0,0.4120900630950928,0,,,0.55,2,right,2.8
2,5,49,no,action,constant,long,,0.7937948703765869,2.8,right,0,1,7.0,0.3365700244903564,0,,,0.31,2,right,2.8
2,5,50,no,action,constant,long,,1.1023221015930176,2.8,right,1,1,8.0,0.4261970520019531,0,,,0.33,2,right,2.8
2,5,51,no,action,constant,long,,0.9520330429077148,2.8,right,1,1,8.0,0.4528729915618896,0,,,0.21,2,right,2.8
2,5,52,no,action,constant,long,,0.9430208206176758,2.8,left,1,1,7.0,0.3829398155212402,0,,,0.35,2,right,2.8
2,5,53,no,action,constant,long,,0.5226380825042725,2.8,left,1,1,7.0,0.4119529724121094,0,,,0.35,2,right,2.8
2,5,54,no,action,constant,long,,0.7578887939453125,2.8,left,1,1,7.0,0.3853750228881836,0,,,0.26,2,right,2.8
2,5,55,no,action,constant,long,,0.6994328498840332,2.8,right,1,1,8.0,0.3973150253295898,0,,,0.16,2,right,2.8
2,6,0,no,action,variable,,,2.31365704536438,1.0,right,1,1,8.0,0.4184141159057617,0,,,0.22,2,right,
2,6,1,no,action,variable,,,0.7623658180236816,2.8,left,1,1,7.0,0.3914451599121094,0,,,0.17,2,right,1.0
2,6,2,no,action,variable,,,0.7392768859863281,2.8,right,1,1,8.0,0.3767569065093994,0,,,0.45,2,right,2.8
2,6,3,no,action,variable,,,0.5527207851409912,2.8,right,1,1,8.0,0.3990581035614013,0,,,0.31,2,right,2.8
2,6,4,no,action,variable,,,0.6149458885192871,2.8,left,1,1,7.0,0.3839340209960937,0,,,0.66,2,right,2.8
2,6,5,no,action,variable,,,0.61142897605896,1.0,right,1,1,8.0,0.4212970733642578,0,,,0.2,2,right,2.8
2,6,6,no,action,variable,,,0.5332751274108887,1.0,left,1,1,7.0,0.353827953338623,0,,,0.74,2,right,1.0
2,6,7,no,action,variable,,,0.6153378486633301,1.0,left,1,1,7.0,0.4673888683319092,0,,,0.33,2,right,1.0
2,6,8,no,action,variable,,,0.5352709293365479,2.8,left,1,1,7.0,0.4167580604553222,0,,,0.27,2,right,1.0
2,6,9,no,action,variable,,,0.568763017654419,1.0,left,1,1,7.0,0.3672239780426025,0,,,0.5,2,right,2.8
2,6,10,no,action,variable,,,0.4508290290832519,2.8,left,1,1,7.0,0.4113590717315674,0,,,0.21,2,right,1.0
2,6,11,no,action,variable,,,0.6291370391845703,2.8,right,1,1,8.0,0.4594359397888183,0,,,0.41,2,right,2.8
2,6,12,no,action,variable,,,0.885371208190918,1.0,right,0,1,7.0,0.3799068927764892,0,,,0.45,2,right,2.8
2,6,13,no,action,variable,,,0.8335878849029541,1.0,left,1,1,7.0,0.4445910453796386,0,,,0.16,2,right,1.0
2,6,14,no,action,variable,,,1.134670972824097,2.8,left,1,1,7.0,0.4407970905303955,0,,,0.36,2,right,1.0
2,6,15,no,action,variable,,,0.8586010932922363,2.8,left,1,1,7.0,0.4682707786560058,0,,,0.19,2,right,2.8
2,6,16,no,action,variable,,,1.2602169513702393,2.8,right,1,1,8.0,0.4980669021606445,0,,,0.23,2,right,2.8
2,6,17,no,action,variable,,,0.5861630439758301,1.0,right,1,1,8.0,0.4876940250396728,0,,,0.19,2,right,2.8
2,6,18,no,action,variable,,,0.5977880954742432,2.8,right,1,1,8.0,0.4961810111999511,0,,,0.79,2,right,1.0
2,6,19,no,action,variable,,,0.6215920448303223,1.0,right,1,1,8.0,0.4480769634246826,0,,,0.28,2,right,2.8
2,6,20,no,action,variable,,,0.5800399780273438,2.8,right,1,1,8.0,0.5097510814666748,0,,,0.19,2,right,1.0
2,6,21,no,action,variable,,,0.7438819408416748,2.8,right,1,1,8.0,0.450153112411499,0,,,0.19,2,right,2.8
2,6,22,no,action,variable,,,1.3484501838684082,1.0,right,1,1,8.0,0.4666938781738281,0,,,0.45,2,right,2.8
2,6,23,no,action,variable,,,0.7266421318054199,2.8,left,1,1,7.0,0.4039921760559082,0,,,0.35,2,right,1.0
2,6,24,no,action,variable,,,0.6457619667053223,1.0,left,1,1,7.0,0.4822731018066406,0,,,0.33,2,right,2.8
2,6,25,no,action,variable,,,0.5761439800262451,2.8,right,1,1,8.0,0.4237730503082275,0,,,0.2,2,right,1.0
2,6,26,no,action,variable,,,0.8117280006408691,1.0,left,1,1,7.0,0.4226129055023193,0,,,0.22,2,right,2.8
2,6,27,no,action,variable,,,0.5454070568084717,1.0,left,1,1,7.0,0.3269801139831543,0,,,0.33,2,right,1.0
2,6,28,no,action,variable,,,0.5486810207366943,2.8,left,1,1,7.0,0.409632921218872,0,,,0.31,2,right,1.0
2,6,29,no,action,variable,,,1.2459721565246582,2.8,left,1,1,7.0,0.3696279525756836,0,,,0.26,2,right,2.8
2,6,30,no,action,variable,,,0.497560977935791,2.8,right,1,1,8.0,0.5570600032806396,0,,,0.3,2,right,2.8
2,6,31,no,action,variable,,,1.1311039924621582,2.8,left,1,1,7.0,0.4480040073394775,0,,,0.31,2,right,2.8
2,6,32,no,action,variable,,,0.633842945098877,1.0,right,1,1,8.0,0.4303131103515625,0,,,0.49,2,right,2.8
2,6,33,no,action,variable,,,0.7621409893035889,1.0,left,1,1,7.0,0.3362989425659179,0,,,0.56,2,right,1.0
2,6,34,no,action,variable,,,0.6058728694915771,2.8,right,1,1,8.0,0.3974800109863281,0,,,0.26,2,right,1.0
2,6,35,no,action,variable,,,1.2295079231262207,2.8,left,1,1,7.0,0.3997571468353271,0,,,0.38,2,right,2.8
2,6,36,no,action,variable,,,0.8795709609985352,1.0,left,1,1,7.0,0.4056971073150635,0,,,0.35,2,right,2.8
2,6,37,no,action,variable,,,0.6575400829315186,1.0,right,1,1,8.0,0.4093430042266845,0,,,0.33,2,right,1.0
2,6,38,no,action,variable,,,0.5852499008178711,2.8,right,1,1,8.0,0.4437220096588135,0,,,0.21,2,right,1.0
2,6,39,no,action,variable,,,0.6985819339752197,2.8,left,1,1,7.0,0.3821358680725097,0,,,0.74,2,right,2.8
2,6,40,no,action,variable,,,0.5116760730743408,1.0,right,1,1,8.0,0.3622801303863525,0,,,0.28,2,right,2.8
2,6,41,no,action,variable,,,0.8183519840240479,2.8,right,1,1,8.0,0.3961648941040039,0,,,0.27,2,right,1.0
2,6,42,no,action,variable,,,0.9802851676940918,1.0,right,1,1,8.0,0.4243910312652588,0,,,0.28,2,right,2.8
2,6,43,no,action,variable,,,0.650305986404419,1.0,left,1,1,7.0,0.437283992767334,0,,,0.2,2,right,1.0
2,6,44,no,action,variable,,,0.5772380828857422,1.0,right,1,1,8.0,0.3821399211883545,0,,,0.33,2,right,1.0
2,6,45,no,action,variable,,,0.6920199394226074,1.0,right,1,1,8.0,0.3893389701843261,0,,,0.51,2,right,1.0
2,6,46,no,action,variable,,,0.5968549251556396,1.0,left,1,1,7.0,0.394834041595459,0,,,0.58,2,right,1.0
2,6,47,no,action,variable,,,0.6424708366394043,1.0,right,1,1,8.0,0.3558390140533447,0,,,0.5,2,right,1.0
2,6,48,no,action,variable,,,0.579899787902832,1.0,right,1,1,8.0,0.4110419750213623,0,,,0.2,2,right,1.0
2,6,49,no,action,variable,,,0.6572608947753906,2.8,left,1,1,7.0,0.4447860717773437,0,,,0.28,2,right,1.0
2,6,50,no,action,variable,,,0.7086730003356934,2.8,left,1,1,7.0,0.3771510124206543,0,,,0.23,2,right,2.8
2,6,51,no,action,variable,,,0.7452521324157715,1.0,right,1,1,8.0,0.4383280277252197,0,,,0.5,2,right,2.8
2,6,52,no,action,variable,,,0.5379648208618164,2.8,left,1,1,7.0,0.3570599555969238,0,,,0.26,2,right,1.0
2,6,53,no,action,variable,,,0.7209880352020264,1.0,right,1,1,8.0,0.4413480758666992,0,,,0.19,2,right,2.8
2,6,54,no,action,variable,,,0.5275969505310059,2.8,left,1,1,7.0,0.3890430927276611,0,,,0.41,2,right,1.0
2,6,55,no,action,variable,,,0.3648760318756103,1.0,left,1,1,7.0,0.4301490783691406,0,,,0.62,2,right,2.8
2,7,0,no,action,constant,short,,3.3225700855255127,1.0,left,1,1,7.0,0.4364399909973144,0,,,0.49,2,right,
2,7,1,no,action,constant,short,,0.7481379508972168,1.0,right,1,1,8.0,0.4110419750213623,0,,,0.26,2,right,1.0
2,7,2,no,action,constant,short,,0.4751121997833252,1.0,right,0,1,7.0,0.5936539173126221,0,,,0.46,2,right,1.0
2,7,3,no,action,constant,short,,0.7175970077514648,1.0,left,1,1,7.0,0.364501953125,0,,,0.17,2,right,1.0
2,7,4,no,action,constant,short,,0.7646670341491699,1.0,left,1,1,7.0,0.4493567943572998,0,,,0.25,2,right,1.0
2,7,5,no,action,constant,short,,0.751410961151123,1.0,left,1,1,7.0,0.4273641109466553,0,,,0.61,2,right,1.0
2,7,6,no,action,constant,short,,0.5070669651031494,1.0,right,1,1,8.0,0.4066720008850097,0,,,0.69,2,right,1.0
2,7,7,no,action,constant,short,,0.4422688484191894,1.0,right,1,1,8.0,0.3753039836883545,0,,,0.31,2,right,1.0
2,7,8,no,action,constant,short,,0.8051919937133789,1.0,left,1,1,7.0,0.3647079467773437,0,,,0.37,2,right,1.0
2,7,9,no,action,constant,short,,0.4926011562347412,1.0,right,1,1,8.0,0.3721950054168701,0,,,0.31,2,right,1.0
2,7,10,no,action,constant,short,,0.5542631149291992,1.0,right,1,1,8.0,0.4414420127868652,0,,,0.23,2,right,1.0
2,7,11,no,action,constant,short,,0.6896090507507324,1.0,left,1,1,7.0,0.4130749702453613,0,,,0.21,2,right,1.0
2,7,12,no,action,constant,short,,0.5230648517608643,1.0,left,1,1,7.0,0.3975229263305664,0,,,0.31,2,right,1.0
2,7,13,no,action,constant,short,,0.5715048313140869,1.0,left,1,1,7.0,0.704401969909668,0,,,0.4,2,right,1.0
2,7,14,no,action,constant,short,,0.7043509483337402,1.0,right,1,1,8.0,0.4283101558685303,0,,,0.17,2,right,1.0
2,7,15,no,action,constant,short,,0.5783770084381104,1.0,right,1,1,8.0,0.4722330570220947,0,,,0.16,2,right,1.0
2,7,16,no,action,constant,short,,0.6303129196166992,1.0,right,1,1,8.0,0.626474142074585,0,,,0.54,2,right,1.0
2,7,17,no,action,constant,short,,0.7682290077209473,1.0,right,1,1,8.0,0.4643740653991699,0,,,0.19,2,right,1.0
2,7,18,no,action,constant,short,,0.5962791442871094,1.0,left,1,1,7.0,0.3948631286621094,0,,,0.67,2,right,1.0
2,7,19,no,action,constant,short,,0.5326011180877686,1.0,right,1,1,8.0,0.3229169845581054,0,,,0.28,2,right,1.0
2,7,20,no,action,constant,short,,0.9468510150909424,1.0,left,1,1,7.0,0.2537429332733154,0,,,0.21,2,right,1.0
2,7,21,no,action,constant,short,,0.5658791065216064,1.0,left,1,1,7.0,0.45088791847229,0,,,0.38,2,right,1.0
2,7,22,no,action,constant,short,,0.616797924041748,1.0,left,1,1,7.0,0.4131391048431396,0,,,0.43,2,right,1.0
2,7,23,no,action,constant,short,,0.5068309307098389,1.0,left,1,1,7.0,0.3937020301818847,0,,,0.16,2,right,1.0
2,7,24,no,action,constant,short,,0.4878270626068115,1.0,left,1,1,7.0,0.4158170223236084,0,,,0.48,2,right,1.0
2,7,25,no,action,constant,short,,0.5095880031585693,1.0,left,1,1,7.0,0.4259889125823974,0,,,0.57,2,right,1.0
2,7,26,no,action,constant,short,,0.4857778549194336,1.0,right,1,1,8.0,0.513031005859375,0,,,0.4,2,right,1.0
2,7,27,no,action,constant,short,,0.6474897861480713,1.0,left,1,1,7.0,0.5935909748077393,0,,,0.32,2,right,1.0
2,7,28,no,action,constant,short,,0.5256061553955078,1.0,left,1,1,7.0,0.9698410034179688,0,,,0.24,2,right,1.0
2,7,29,no,action,constant,short,,0.5478568077087402,1.0,left,1,1,7.0,0.4027540683746338,0,,,0.45,2,right,1.0
2,7,30,no,action,constant,short,,0.5524492263793945,1.0,right,1,1,8.0,0.3666679859161377,0,,,0.47,2,right,1.0
2,7,31,no,action,constant,short,,0.5664541721343994,1.0,right,1,1,8.0,0.481374979019165,0,,,0.54,2,right,1.0
2,7,32,no,action,constant,short,,0.867041826248169,1.0,left,1,1,7.0,0.3189749717712402,0,,,0.35,2,right,1.0
2,7,33,no,action,constant,short,,0.9710028171539308,1.0,left,1,1,7.0,0.3803520202636719,0,,,0.31,2,right,1.0
2,7,34,no,action,constant,short,,0.5540869235992432,1.0,right,1,1,8.0,0.4774398803710937,0,,,0.44,2,right,1.0
2,7,35,no,action,constant,short,,0.5513970851898193,1.0,right,1,1,8.0,0.3719711303710937,0,,,0.38,2,right,1.0
2,7,36,no,action,constant,short,,0.5355010032653809,1.0,left,1,1,7.0,0.3753318786621094,0,,,0.16,2,right,1.0
2,7,37,no,action,constant,short,,0.3872451782226562,1.0,right,1,1,8.0,0.3072001934051513,0,,,0.54,2,right,1.0
2,7,38,no,action,constant,short,,0.4989650249481201,1.0,right,1,1,8.0,0.3977940082550049,0,,,0.26,2,right,1.0
2,7,39,no,action,constant,short,,0.7316780090332031,1.0,right,1,1,8.0,0.414119005203247,0,,,0.24,2,right,1.0
2,7,40,no,action,constant,short,,0.5660979747772217,1.0,right,1,1,8.0,0.415503978729248,0,,,0.62,2,right,1.0
2,7,41,no,action,constant,short,,0.5190041065216064,1.0,left,1,1,7.0,0.3897249698638916,0,,,0.3,2,right,1.0
2,7,42,no,action,constant,short,,0.7117829322814941,1.0,left,1,1,7.0,0.3356940746307373,0,,,0.22,2,right,1.0
2,7,43,no,action,constant,short,,0.5807540416717529,1.0,right,1,1,8.0,0.3536961078643799,0,,,0.52,2,right,1.0
2,7,44,no,action,constant,short,,0.6773061752319336,1.0,left,1,1,7.0,0.3254868984222412,0,,,0.37,2,right,1.0
2,7,45,no,action,constant,short,,0.5856039524078369,1.0,right,1,1,8.0,0.3412849903106689,0,,,0.25,2,right,1.0
2,7,46,no,action,constant,short,,0.5954000949859619,1.0,right,1,1,8.0,0.403778076171875,0,,,0.28,2,right,1.0
2,7,47,no,action,constant,short,,0.6654350757598877,1.0,right,0,1,7.0,0.3081119060516357,0,,,0.41,2,right,1.0
2,7,48,no,action,constant,short,,0.7777919769287109,1.0,left,1,1,7.0,0.5366299152374268,0,,,0.41,2,right,1.0
2,7,49,no,action,constant,short,,0.5421509742736816,1.0,right,1,1,8.0,0.3145010471343994,0,,,0.64,2,right,1.0
2,7,50,no,action,constant,short,,0.6081149578094482,1.0,left,1,1,7.0,0.3387279510498047,0,,,0.16,2,right,1.0
2,7,51,no,action,constant,short,,0.6809210777282715,1.0,right,1,1,8.0,0.4491109848022461,0,,,0.22,2,right,1.0
2,7,52,no,action,constant,short,,0.5467050075531006,1.0,right,1,1,8.0,0.3560769557952881,0,,,0.5,2,right,1.0
2,7,53,no,action,constant,short,,0.5298001766204834,1.0,left,1,1,7.0,0.3554549217224121,0,,,0.39,2,right,1.0
2,7,54,no,action,constant,short,,0.6689221858978271,1.0,right,1,1,8.0,0.3651571273803711,0,,,0.37,2,right,1.0
2,7,55,no,action,constant,short,,1.650691032409668,1.0,left,1,1,7.0,0.3542301654815674,0,,,0.65,2,right,1.0
3,0,0,no,action,variable,,,1.5496129989624023,1.0,left,1,1,7.0,0.3795349597930908,0,,,0.33,3,right,
3,0,1,no,action,variable,,,0.7673218250274658,1.0,left,1,1,7.0,0.3898231983184814,0,,,0.32,3,right,1.0
3,0,2,no,action,variable,,,0.8596341609954834,2.8,right,1,1,8.0,0.362778902053833,0,,,0.17,3,right,1.0
3,0,3,no,action,variable,,,0.4448938369750976,1.0,left,1,1,7.0,0.4122998714447021,0,,,0.17,3,right,2.8
3,0,4,no,action,variable,,,0.3744089603424072,2.8,right,1,1,8.0,0.3586180210113525,0,,,0.21,3,right,1.0
3,0,5,no,action,variable,,,0.626533031463623,2.8,right,1,1,8.0,0.457280158996582,0,,,0.2,3,right,2.8
3,0,6,no,action,variable,,,0.6414220333099365,1.0,left,1,1,7.0,0.501492977142334,0,,,0.21,3,right,2.8
3,0,7,no,action,variable,,,0.5016281604766846,2.8,left,1,1,7.0,0.493190050125122,0,,,0.31,3,right,1.0
3,0,8,no,action,variable,,,0.5831940174102783,2.8,right,1,1,8.0,0.3275470733642578,0,,,0.56,3,right,2.8
3,0,9,no,action,variable,,,0.4508869647979736,1.0,left,1,1,7.0,0.4671249389648437,0,,,0.26,3,right,2.8
3,0,10,no,action,variable,,,0.5411019325256348,2.8,right,1,1,8.0,0.3411018848419189,0,,,0.19,3,right,1.0
3,0,11,no,action,variable,,,0.5472979545593262,2.8,left,1,1,7.0,0.3298921585083008,0,,,0.17,3,right,2.8
3,0,12,no,action,variable,,,0.6958980560302734,1.0,left,1,1,7.0,0.7291281223297119,0,,,0.58,3,right,2.8
3,0,13,no,action,variable,,,0.6088540554046631,1.0,right,1,1,8.0,0.4515180587768554,0,,,0.2,3,right,1.0
3,0,14,no,action,variable,,,0.6157238483428955,2.8,left,1,1,7.0,0.3830289840698242,0,,,0.32,3,right,1.0
