participant,block,trial,practice,condition,FPType,conFPDur,extFixDur,actionTrigLatency,FP,orientation,Acc,responseGiven,response,RT,preRespGiven,preResp,preTime,ITI,countBalance,handedness,oneBackFP,condTestPos,numFP,numOneBackFP,squaredNumFP,seqOri,prevOri,numLogFP,logFP,logOneBackFP,logRT,invRT,RTzscore,logRTzscore,scaledNumFP,squaredScaledNumFP,scaledNumOneBackFP
1,3,29,no,action,variable,NA,NA,0.4637918472290039,2.8,right,1,1,8,0.4804439544677734,0,NA,NA,0.63,1,right,2.8,1,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3183572670693512,2.0814082281621813,0.04581857496008335,0.15578089080858287,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,3,30,no,action,variable,NA,NA,0.6220300197601318,1,right,1,1,8,0.6705260276794434,0,NA,NA,0.38,1,right,2.8,1,1,2.8,1,same,right,0,0,0.4471580313422192,-0.17358435956007828,1.4913664178865662,1.8581534179250676,1.7953397667607245,-0.902093023255814,0.8137718226068146,0.9031652989449002
1,3,31,no,action,variable,NA,NA,0.5503809452056885,1,right,1,1,8,0.6475169658660889,0,NA,NA,0.53,1,right,1,1,1,1,1,same,right,0,0,0,-0.1887488479640946,1.5443610788830004,1.6387738429672474,1.623601338695475,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,32,no,action,variable,NA,NA,0.9871959686279296,1,left,1,1,7,0.5586049556732178,0,NA,NA,0.21,1,right,1,1,1,1,1,different,right,0,0,0,-0.2528952157671551,1.7901738784161396,0.791043537273669,0.8971411984592077,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,33,no,action,variable,NA,NA,0.71846604347229,2.8,right,1,1,8,0.3594791889190674,0,NA,NA,0.56,1,right,1,1,2.8,1,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0,-0.4443262468644804,2.7818022039243515,-1.1075182740697747,-1.2708227636390654,0.8979069767441858,0.8062369388858839,-0.8968347010550997
1,3,34,no,action,variable,NA,NA,0.5895400047302246,1,right,1,1,8,0.4178380966186523,0,NA,NA,0.77,1,right,2.8,1,1,2.8,1,same,right,0,0,0.4471580313422192,-0.3789919655118129,2.393271480251521,-0.5510960926704938,-0.5309094556960074,-0.902093023255814,0.8137718226068146,0.9031652989449002
1,3,35,no,action,variable,NA,NA,0.5429489612579346,1,left,1,1,7,0.5192091464996338,0,NA,NA,0.17,1,right,1,1,1,1,1,different,right,0,0,0,-0.2846576655156008,1.9260061320986481,0.4154247510003386,0.5374302048555709,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,36,no,action,variable,NA,NA,0.56140899658203125,1,right,1,1,8,0.5658881664276123,0,NA,NA,0.31,1,right,1,1,1,1,1,different,left,0,0,0,-0.2472693877203065,1.767133612835353,0.8604852073681855,0.9608539225281112,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,37,no,action,variable,NA,NA,0.4257490634918213,2.8,right,1,1,8,0.3585929870605469,0,NA,NA,0.16,1,right,1,1,2.8,1,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0,-0.4453982081109473,2.78867695711839,-1.115967753176142,-1.2829627669487937,0.8979069767441858,0.8062369388858839,-0.8968347010550997
1,3,38,no,action,variable,NA,NA,0.4646217823028564,1,right,1,1,8,0.4557909965515136,0,NA,NA,0.23,1,right,2.8,1,1,2.8,1,same,right,0,0,0.4471580313422192,-0.3412342578888924,2.19398805058884,-0.18923470417809862,-0.10330193068446467,-0.902093023255814,0.8137718226068146,0.9031652989449002
1,3,39,no,action,variable,NA,NA,0.4696779251098633,1,right,1,1,8,0.3976190090179443,0,NA,NA,0.45,1,right,1,1,1,1,1,same,right,0,0,0,-0.4005328614118964,2.514970304035114,-0.7438746978939277,-0.7748609496361349,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,40,no,action,variable,NA,NA,0.4492650032043457,2.8,right,1,1,8,0.4215929508209228,0,NA,NA,0.22,1,right,1,1,2.8,1,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0,-0.3751066592878462,2.3719561677983636,-0.5152954882997153,-0.4869082097799599,0.8979069767441858,0.8062369388858839,-0.8968347010550997
1,3,41,no,action,variable,NA,NA,0.4334070682525635,1,left,1,1,7,0.4996809959411621,0,NA,NA,0.51,1,right,2.8,1,1,2.8,1,different,right,0,0,0.4471580313422192,-0.30130716749724207,2.0012768308638074,0.2292338752496658,0.3488739395720664,-0.902093023255814,0.8137718226068146,0.9031652989449002
1,3,42,no,action,variable,NA,NA,0.5033619403839111,1,right,1,1,8,0.4032239913940429,0,NA,NA,0.43,1,right,1,1,1,1,1,different,left,0,0,0,-0.3944536357389439,2.4800111633803286,-0.6904340725746929,-0.7060134796054106,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,43,no,action,variable,NA,NA,0.4848580360412597,1,right,1,1,8,0.4446158409118652,0,NA,NA,0.29,1,right,1,1,1,1,1,same,right,0,0,0,-0.35201506818211303,2.249132639874221,-0.29578406782449684,-0.22539503159890173,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,44,no,action,variable,NA,NA,0.4724700450897217,1,right,1,1,8,0.3902430534362793,0,NA,NA,0.47,1,right,1,1,1,1,1,same,right,0,0,0,-0.40866481890268225,2.56250557490906,-0.8142006422344422,-0.86695568830144365,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,45,no,action,variable,NA,NA,0.5719280242919922,2.8,left,1,1,7,0.7685708999633789,0,NA,NA,0.43,1,right,1,1,2.8,1,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0,-0.11431606304702491,1.3011161365173314,2.792960868264467,2.466555557631789,0.8979069767441858,0.8062369388858839,-0.8968347010550997
1,3,46,no,action,variable,NA,NA,0.4042999744415283,2.8,left,1,1,7,0.5372340679168701,0,NA,NA,0.24,1,right,2.8,1,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.26983645497730047,1.861386050734848,0.5872831097303906,0.7052809975798191,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,3,47,no,action,variable,NA,NA,0.5061688423156738,2.8,left,1,1,7,0.4377129077911377,0,NA,NA,0.31,1,right,2.8,1,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.35881064621345915,2.2846024921823127,-0.3615999861905606,-0.3023552202847942,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,3,48,no,action,variable,NA,NA,0.9993560314178468,1,left,1,1,7,0.5374948978424072,0,NA,NA,0.35,1,right,2.8,1,1,2.8,1,same,left,0,0,0.4471580313422192,-0.26962565392287835,1.8604827767001402,0.5897699889723508,0.7076683278184945,-0.902093023255814,0.8137718226068146,0.9031652989449002
1,3,49,no,action,variable,NA,NA,0.4652750492095947,1,left,1,1,7,0.5087630748748779,0,NA,NA,0.36,1,right,1,1,1,1,1,same,left,0,0,0,-0.293484416542064,1.9655514509301484,0.31582682859883476,0.4374669020509323,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,50,no,action,variable,NA,NA,0.5944609642028809,1,left,1,1,7,0.480557918548584,0,NA,NA,0.28,1,right,1,1,1,1,1,same,left,0,0,0,-0.31825426212617064,2.080914623195208,0.04690516387933158,0.15694742584448246,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,51,no,action,variable,NA,NA,0.3884310722351074,1,left,1,1,7,0.4941191673278808,0,NA,NA,0.4,1,right,1,1,1,1,1,same,left,0,0,0,-0.30616829910941645,2.023803297103093,0.17620469887265605,0.2938214327250822,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,52,no,action,variable,NA,NA,0.4179141521453857,1,right,1,1,8,0.4494490623474121,0,NA,NA,0.28,1,right,1,1,1,1,1,different,left,0,0,0,-0.34731952127217985,2.2249462370154567,-0.24970178629522968,-0.1722177780223823,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,53,no,action,variable,NA,NA,0.3572309017181396,1,left,1,1,7,0.5041642189025879,0,NA,NA,0.31,1,right,1,1,1,1,1,different,right,0,0,0,-0.29742797993005776,1.9834807043163352,0.271979101269611,0.3928058914592166,-0.902093023255814,0.8137718226068146,-0.8968347010550997
1,3,54,no,action,variable,NA,NA,0.4020259380340576,2.8,right,1,1,8,0.4538002014160156,0,NA,NA,0.24,1,right,1,1,2.8,1,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0,-0.34313531569250033,2.2036129487815335,-0.20821591228629543,-0.12483148513790301,0.8979069767441858,0.8062369388858839,-0.8968347010550997
1,3,55,no,action,variable,NA,NA,0.5675389766693115,1,left,1,1,7,0.5413169860839844,0,NA,NA,0.46,1,right,2.8,1,1,2.8,1,different,right,0,0,0.4471580313422192,-0.2665483448897241,1.8473464267844937,0.6262116353415138,0.7425189737449953,-0.902093023255814,0.8137718226068146,0.9031652989449002
1,4,0,no,external,constant,long,1.3,NA,2.8,left,1,1,7,0.7205390930175781,0,NA,NA,0.51,1,right,NA,2,2.8,NA,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,NA,-0.14234245146173746,1.387849749847791,2.3350022831773494,2.1491556056878727,0.8979069767441858,0.8062369388858839,NA
1,4,1,no,external,constant,long,1.5,NA,2.8,right,1,1,8,0.522089958190918,0,NA,NA,0.34,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.28225465987147713,1.9153787279592147,0.44289180939211686,0.5646443383600299,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,2,no,external,constant,long,1.3,NA,2.8,left,1,1,7,0.4044837951660156,0,NA,NA,0.17,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.39309887284269224,2.4722869295408034,-0.678422491299996,-0.6906707364805084,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,3,no,external,constant,long,1.1,NA,2.8,left,1,1,7,0.4931468963623047,0,NA,NA,0.22,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3070236957796793,2.027793356049677,0.1669345950804136,0.2841340317650681,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,4,no,external,constant,long,1.7,NA,2.8,left,1,1,7,0.3511121273040771,0,NA,NA,0.26,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4545541698787593,2.84809302281365,-1.1872939048900237,-1.3866543943572787,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,5,no,external,constant,long,1.2,NA,2.8,left,1,1,7,0.3958570957183838,0,NA,NA,0.17,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4024615659479144,2.52616414058524,-0.7606736353693258,-0.7967036044223204,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,6,no,external,constant,long,1.5,NA,2.8,right,1,1,8,0.509850025177002,0,NA,NA,0.21,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.29255755491527935,1.9613610878078025,0.32619034090605287,0.44796364645648923,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,7,no,external,constant,long,1.4,NA,2.8,right,1,1,8,0.4458150863647461,0,NA,NA,0.19,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3508452390991604,2.2430824585910143,-0.28434987898806124,-0.2121466711887944,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,8,no,external,constant,long,1.7,NA,2.8,left,1,1,7,0.4537639617919922,0,NA,NA,0.33,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.34316999901162204,2.2037889391895016,-0.2085614384698219,-0.12522427509212727,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,9,no,external,constant,long,1.6,NA,2.8,right,1,1,8,0.4504411220550537,0,NA,NA,0.56,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3463619683646003,2.220045975015972,-0.24024300702119267,-0.16137345365378278,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,11,no,external,constant,long,1.3,NA,2.8,right,1,1,8,0.4969179630279541,0,NA,NA,0.18,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.30371530371147276,2.0124046108265663,0.2028897769543486,0.3216017021592008,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,12,no,external,constant,long,1.1,NA,2.8,left,1,1,7,0.5561649799346924,0,NA,NA,0.45,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.25479636085111584,1.7980276286317505,0.7677796230486043,0.8756106555523387,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,13,no,external,constant,long,1.6,NA,2.8,right,1,1,8,0.4478559494018554,0,NA,NA,0.26,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.34886165216240334,2.2328608145890962,-0.2648912991789397,-0.18968247105401145,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,14,no,external,constant,long,1.3,NA,2.8,left,1,1,7,0.3301618099212646,0,NA,NA,0.16,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4812731633556726,3.0288179006483977,-1.3870444101455346,-1.6892480471702171,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,15,no,external,constant,long,1.1,NA,2.8,left,1,1,7,0.5065550804138184,0,NA,NA,0.26,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.29537332459945564,1.9741189826446381,0.2947747365880545,0.41607494395161965,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,16,no,external,constant,long,1.3,NA,2.8,right,1,1,8,0.5700039863586426,0,NA,NA,0.38,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.2441221070511796,1.754373695503959,0.8997274343827735,0.9964969999861575,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,17,no,external,constant,long,1.6,NA,2.8,left,1,1,7,0.4903349876403808,0,NA,NA,0.3,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.30950711675377046,2.0394220792039732,0.1401244910770503,0.25600919148349766,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,18,no,external,constant,long,1.4,NA,2.8,left,1,1,7,0.4226770401000976,0,NA,NA,0.63,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.37399134249189625,2.3658725341768787,-0.5049592543754071,-0.47427720316581756,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,19,no,external,constant,long,1.2,NA,2.8,right,1,1,8,0.4658379554748535,0,NA,NA,0.35,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.33176512897923804,2.146669218871714,-0.093442116192537,0.00393632693196399,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,20,no,external,constant,long,1.7,NA,2.8,right,1,1,8,0.5693380832672119,0,NA,NA,0.25,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.24462976507370016,1.7564256272150025,0.89337839076047465,0.9907477528991734,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,21,no,external,constant,long,1.1,NA,2.8,left,1,1,7,0.5112051963806152,0,NA,NA,0.25,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.2914047402409765,1.956161649138353,0.33911120161108205,0.46101931801893287,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,22,no,external,constant,long,1,NA,2.8,left,1,1,7,0.3875670433044433,0,NA,NA,0.41,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.41165316020628967,2.580198748257539,-0.8397150230495812,-0.9007987711889661,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,23,no,external,constant,long,1.2,NA,2.8,left,1,1,7,0.394575834274292,0,NA,NA,0.16,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4038695165564659,2.534367067459188,-0.772889804515847,-0.8126487004825416,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,24,no,external,constant,long,1.2,NA,2.8,right,1,1,8,0.4281151294708252,0,NA,NA,0.54,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.36843942404705077,2.3358202762795544,-0.4531098680592542,-0.4114015082487573,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,25,no,external,constant,long,1.2,NA,2.8,left,1,1,7,0.5552258491516113,0,NA,NA,0.19,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.2555303230240591,1.8010688831004653,0.7588254938584019,0.8672985050542551,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,26,no,external,constant,long,1.1,NA,2.8,right,1,1,8,0.3916480541229248,0,NA,NA,0.19,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4071040268790038,2.553312826331915,-0.8008046830270642,-0.849279657198916,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,27,no,external,constant,long,1.6,NA,2.8,right,1,1,8,0.4602930545806885,0,NA,NA,0.21,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.33696557818019146,2.1725289791977556,-0.14630989547066217,-0.05495896496382989,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,28,no,external,constant,long,1.6,NA,2.8,left,1,1,7,0.5099959373474121,0,NA,NA,0.3,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.2924332834993742,1.9607999334292625,0.3275815384344621,0.44937102513306504,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,29,no,external,constant,long,1.3,NA,2.8,right,1,1,8,0.474606990814209,0,NA,NA,0.56,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3236658690481474,2.1070064692567136,-0.009833872573435508,0.09566076444671517,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,30,no,external,constant,long,1.5,NA,2.8,left,1,1,7,0.5452311038970947,0,NA,NA,0.64,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.2634193768550405,1.8340846530075015,0.6635307363609481,0.7779546598971674,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,31,no,external,constant,long,1,NA,2.8,right,1,1,8,0.4568290710449219,0,NA,NA,0.16,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3402462668623273,2.189002546866519,-0.1793371975789255,-0.09211289342027813,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,32,no,external,constant,long,1.3,NA,2.8,right,1,1,8,0.372323989868164,0,NA,NA,0.4,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4290789800810808,2.6858328423964553,-0.9850497007968253,-1.0981468671690586,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,33,no,external,constant,long,1.3,NA,2.8,left,1,1,7,0.3345389366149902,0,NA,NA,0.23,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.47555332790234495,2.9891886729790946,-1.3453107574918346,-1.6244706855227111,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,34,no,external,constant,long,1.7,NA,2.8,left,1,1,7,0.5891890525817871,0,NA,NA,0.25,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.22974533115644374,1.697248099940192,1.0826471773828241,1.1593145528786362,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,35,no,external,constant,long,1.2,NA,2.8,left,1,1,7,0.5035068988800049,0,NA,NA,0.24,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.29799457451455136,1.9860701059397374,0.2657118927960421,0.3863891854880846,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,36,no,external,constant,long,1.3,NA,2.8,right,1,1,8,0.5945339202880859,0,NA,NA,0.69,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.22582336228382127,1.681989817360534,1.1336077430558262,1.2037310047337895,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,37,no,external,constant,long,1.2,NA,2.8,right,1,1,8,0.7063250541687012,0,NA,NA,0.47,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.15099538854674505,1.4157787467654468,2.199478730483396,2.051160752611713,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,38,no,external,constant,long,1.5,NA,2.8,right,1,1,8,0.5065350532531738,0,NA,NA,0.2,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.29539049520465294,1.9741970344946393,0.2945837879076846,0.41588048617190776,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,39,no,external,constant,long,1.6,NA,2.8,right,1,1,8,0.4263648986816406,0,NA,NA,0.54,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3702185566464993,2.345408834292156,-0.469797418804437,-0.4315502549659894,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,40,no,external,constant,long,1.2,NA,2.8,left,1,1,7,0.6705009937286377,0,NA,NA,0.18,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.17360057415758132,1.491422099822742,1.8579147320746052,1.7951561358057797,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,41,no,external,constant,long,1.4,NA,2.8,right,1,1,8,0.3872251510620117,0,NA,NA,0.52,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4120364421366204,2.582476880071915,-0.8429747898073239,-0.90513945413633,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,42,no,external,constant,long,1.2,NA,2.8,left,1,1,7,0.584453821182251,0,NA,NA,0.49,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.2332497975868434,1.710999164959123,1.0374991804682243,1.1196263326149791,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,43,no,external,constant,long,1.6,NA,2.8,right,1,1,8,0.4727640151977539,0,NA,NA,0.38,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3253555875324726,2.115220211042727,-0.02740569756461698,0.07652463610268555,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,44,no,external,constant,long,1.6,NA,2.8,right,1,1,8,0.4290769100189209,0,NA,NA,0.44,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3674648555935929,2.3305845097931353,-0.44393978500434783,-0.4003644821533362,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,45,no,external,constant,long,1,NA,2.8,right,1,1,8,0.3948400020599365,0,NA,NA,0.33,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.4035788544982604,2.53267144864466,-0.7703711004938252,-0.8093569412326086,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,46,no,external,constant,long,1.3,NA,2.8,left,1,1,7,0.5057699680328369,0,NA,NA,0.33,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.29604696207117476,1.9771834296319377,0.2872890936778396,0.4084459730693412,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,47,no,external,constant,long,1.2,NA,2.8,left,1,1,7,0.437047004699707,0,NA,NA,0.51,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.35947185185359753,2.288083408069792,-0.36794902981285993,-0.3098434001850913,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,48,no,external,constant,long,1.5,NA,2.8,right,1,1,8,0.5826687812805176,0,NA,NA,0.32,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.23457825028261628,1.7162409110066328,1.0204797427309702,1.1045815535460952,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,49,no,external,constant,long,1.1,NA,2.8,right,1,1,8,0.4776680469512939,0,NA,NA,0.32,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.32087380936949667,2.09350406915949,0.0193517239416712,0.12728095020575803,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,50,no,external,constant,long,1.6,NA,2.8,left,1,1,7,0.4167778491973877,0,NA,NA,0.41,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3800953708673122,2.3993597594635983,-0.5612050067372182,-0.5434055647781997,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,51,no,external,constant,long,1.1,NA,2.8,right,1,1,8,0.4560451507568359,0,NA,NA,0.55,1,right,2.8,2,2.8,2.8,7.839999999999999,different,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3409921578754016,2.1927653398801334,-0.1868114744962617,-0.10056013850237751,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,52,no,external,constant,long,1.4,NA,2.8,right,1,1,8,0.4227049350738525,0,NA,NA,0.33,1,right,2.8,2,2.8,2.8,7.839999999999999,same,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.3739626817597426,2.3657164064698843,-0.5046932901420348,-0.473952619246062,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,53,no,external,constant,long,1.4,NA,2.8,left,1,1,7,0.6210451126098633,0,NA,NA,0.55,1,right,2.8,2,2.8,2.8,7.839999999999999,different,right,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.20687685160131808,1.610188985784989,1.3863783318940428,1.4183009839671656,0.8979069767441858,0.8062369388858839,0.9031652989449002
1,4,54,no,external,constant,long,1.6,NA,2.8,left,1,1,7,0.5069980621337891,0,NA,NA,0.5,1,right,2.8,2,2.8,2.8,7.839999999999999,same,left,0.4471580313422192,0.447158031342219,0.4471580313422192,-0.2949937006394658,1.9723941266980922,0.2989983395419503,0.42037420024089195,0.8979069767441858,0.8062369388858839,0.9031652989449002
